Company,Contact Name,Email,Phone,Website,Tier,Type,Vertical,Notes,Source
FBI SWAT Jacksonville - Jacksonville,Public Affairs,jacksonville@fbi.gov,+1 904-248-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Jax,websearch_2026_special_ops_ct6
FBI SWAT Kansas City - Kansas City,Public Affairs,kansascity@fbi.gov,+1 816-512-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT KC,websearch_2026_special_ops_ct6
FBI SWAT Knoxville - Knoxville,Public Affairs,knoxville@fbi.gov,+1 865-544-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Knoxville,websearch_2026_special_ops_ct6
FBI SWAT Las Vegas - Las Vegas,Public Affairs,lasvegas@fbi.gov,+1 702-385-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Vegas,websearch_2026_special_ops_ct6
FBI SWAT Little Rock - Little Rock,Public Affairs,littlerock@fbi.gov,+1 501-221-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Little Rock,websearch_2026_special_ops_ct6
FBI SWAT Louisville - Louisville,Public Affairs,louisville@fbi.gov,+1 502-263-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Louisville,websearch_2026_special_ops_ct6
FBI SWAT Memphis - Memphis,Public Affairs,memphis@fbi.gov,+1 901-747-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Memphis,websearch_2026_special_ops_ct6
FBI SWAT Milwaukee - Milwaukee,Public Affairs,milwaukee@fbi.gov,+1 414-276-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Milwaukee,websearch_2026_special_ops_ct6
FBI SWAT Minneapolis - Minneapolis,Public Affairs,minneapolis@fbi.gov,+1 612-376-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Minneapolis,websearch_2026_special_ops_ct6
FBI SWAT Mobile - Mobile,Public Affairs,mobile@fbi.gov,+1 251-438-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Mobile,websearch_2026_special_ops_ct6
FBI SWAT New Haven - New Haven,Public Affairs,newhaven@fbi.gov,+1 203-777-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT New Haven,websearch_2026_special_ops_ct6
FBI SWAT New Orleans - New Orleans,Public Affairs,neworleans@fbi.gov,+1 504-816-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT NOLA,websearch_2026_special_ops_ct6
FBI SWAT Norfolk - Norfolk,Public Affairs,norfolk@fbi.gov,+1 757-455-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Norfolk,websearch_2026_special_ops_ct6
FBI SWAT Oklahoma City - Oklahoma City,Public Affairs,oklahomacity@fbi.gov,+1 405-290-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT OKC,websearch_2026_special_ops_ct6
FBI SWAT Omaha - Omaha,Public Affairs,omaha@fbi.gov,+1 402-493-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Omaha,websearch_2026_special_ops_ct6
FBI SWAT Pittsburgh - Pittsburgh,Public Affairs,pittsburgh@fbi.gov,+1 412-432-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Pittsburgh,websearch_2026_special_ops_ct6
FBI SWAT Portland - Portland,Public Affairs,portland@fbi.gov,+1 503-224-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Portland,websearch_2026_special_ops_ct6
FBI SWAT Richmond - Richmond,Public Affairs,richmond@fbi.gov,+1 804-261-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Richmond,websearch_2026_special_ops_ct6
FBI SWAT Sacramento - Sacramento,Public Affairs,sacramento@fbi.gov,+1 916-481-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Sacramento,websearch_2026_special_ops_ct6
FBI SWAT Salt Lake City - Salt Lake City,Public Affairs,saltlakecity@fbi.gov,+1 801-579-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT SLC,websearch_2026_special_ops_ct6
FBI SWAT San Antonio - San Antonio,Public Affairs,sanantonio@fbi.gov,+1 210-225-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT San Antonio,websearch_2026_special_ops_ct6
FBI SWAT San Diego - San Diego,Public Affairs,sandiego@fbi.gov,+1 858-320-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT San Diego,websearch_2026_special_ops_ct6
FBI SWAT San Jose - San Jose,Public Affairs,sanjose@fbi.gov,+1 408-947-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT San Jose,websearch_2026_special_ops_ct6
FBI SWAT St Louis - St Louis,Public Affairs,stlouis@fbi.gov,+1 314-589-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT St Louis,websearch_2026_special_ops_ct6
FBI SWAT Tampa - Tampa,Public Affairs,tampa@fbi.gov,+1 813-253-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Tampa,websearch_2026_special_ops_ct6
Alabama ALEA SORT - Montgomery,Public Affairs,sort@alea.gov,+1 334-242-3100,alea.gov,2,Law Enforcement,USA,Alabama SORT CT,websearch_2026_special_ops_ct6
Alaska AST SORT - Anchorage,Public Affairs,sort@dps.alaska.gov,+1 907-269-3100,dps.alaska.gov,2,Law Enforcement,USA,Alaska SORT CT,websearch_2026_special_ops_ct6
Arizona DPS SWAT - Phoenix,Public Affairs,swat@azdps.gov,+1 602-223-3100,azdps.gov,2,Law Enforcement,USA,Arizona DPS CT,websearch_2026_special_ops_ct6
Arkansas ASP SWAT - Little Rock,Public Affairs,swat@asp.arkansas.gov,+1 501-618-3100,asp.arkansas.gov,2,Law Enforcement,USA,Arkansas SWAT CT,websearch_2026_special_ops_ct6
Colorado CSP ERT - Denver,Public Affairs,ert@co.gov,+1 303-239-3100,co.gov,2,Law Enforcement,USA,Colorado ERT CT,websearch_2026_special_ops_ct6
Connecticut DESPP ERT - Hartford,Public Affairs,ert@ct.gov,+1 860-948-3100,ct.gov,2,Law Enforcement,USA,Connecticut ERT CT,websearch_2026_special_ops_ct6
Delaware DSP SORT - Dover,Public Affairs,sort@delaware.gov,+1 302-739-3100,delaware.gov,2,Law Enforcement,USA,Delaware SORT CT,websearch_2026_special_ops_ct6
Georgia GSP SWAT - Atlanta,Public Affairs,swat@gsp.georgia.gov,+1 404-624-3100,gsp.georgia.gov,2,Law Enforcement,USA,Georgia SWAT CT,websearch_2026_special_ops_ct6
Idaho ISP SORT - Boise,Public Affairs,sort@isp.idaho.gov,+1 208-884-3100,isp.idaho.gov,2,Law Enforcement,USA,Idaho SORT CT,websearch_2026_special_ops_ct6
Illinois ISP TROT - Springfield,Public Affairs,trot@isp.illinois.gov,+1 217-782-3100,isp.illinois.gov,2,Law Enforcement,USA,Illinois TROT CT,websearch_2026_special_ops_ct6
Indiana ISP ERT - Indianapolis,Public Affairs,ert@isp.in.gov,+1 317-232-3100,isp.in.gov,2,Law Enforcement,USA,Indiana ERT CT,websearch_2026_special_ops_ct6
Iowa DCI SRT - Des Moines,Public Affairs,srt@dps.iowa.gov,+1 515-725-3100,dps.iowa.gov,2,Law Enforcement,USA,Iowa SRT CT,websearch_2026_special_ops_ct6
Kansas KHP SRT - Topeka,Public Affairs,srt@khp.ks.gov,+1 785-296-3100,khp.ks.gov,2,Law Enforcement,USA,Kansas SRT CT,websearch_2026_special_ops_ct6
Kentucky KSP SRT - Frankfort,Public Affairs,srt@ksp.ky.gov,+1 502-782-3100,ksp.ky.gov,2,Law Enforcement,USA,Kentucky SRT CT,websearch_2026_special_ops_ct6
Louisiana LSP SWAT - Baton Rouge,Public Affairs,swat@lsp.la.gov,+1 225-925-3100,lsp.la.gov,2,Law Enforcement,USA,Louisiana SWAT CT,websearch_2026_special_ops_ct6
Maine MSP Tactical - Augusta,Public Affairs,tac@maine.gov,+1 207-624-3100,maine.gov,2,Law Enforcement,USA,Maine Tactical CT,websearch_2026_special_ops_ct6
Maryland MSP START - Baltimore,Public Affairs,start@msp.maryland.gov,+1 410-653-3100,msp.maryland.gov,2,Law Enforcement,USA,Maryland START CT,websearch_2026_special_ops_ct6
Massachusetts MSP STOP - Boston,Public Affairs,stop@msp.mass.gov,+1 508-820-3100,msp.mass.gov,2,Law Enforcement,USA,Mass STOP CT,websearch_2026_special_ops_ct6
Michigan MSP ERT - Lansing,Public Affairs,ert@msp.michigan.gov,+1 517-332-3100,msp.michigan.gov,2,Law Enforcement,USA,Michigan ERT CT,websearch_2026_special_ops_ct6
Minnesota BCA SWAT - St Paul,Public Affairs,swat@bca.mn.gov,+1 651-793-3100,bca.mn.gov,2,Law Enforcement,USA,Minnesota BCA CT,websearch_2026_special_ops_ct6
Mississippi MHP SRT - Jackson,Public Affairs,srt@mhp.ms.gov,+1 601-987-3100,mhp.ms.gov,2,Law Enforcement,USA,Mississippi SRT CT,websearch_2026_special_ops_ct6
Missouri MSHP SRT - Jefferson City,Public Affairs,srt@mshp.mo.gov,+1 573-751-3100,mshp.mo.gov,2,Law Enforcement,USA,Missouri SRT CT,websearch_2026_special_ops_ct6
Montana MHP SRT - Helena,Public Affairs,srt@mt.gov,+1 406-444-3100,mt.gov,2,Law Enforcement,USA,Montana SRT CT,websearch_2026_special_ops_ct6
Nebraska NSP SWAT - Lincoln,Public Affairs,swat@nsp.ne.gov,+1 402-471-3100,nsp.ne.gov,2,Law Enforcement,USA,Nebraska SWAT CT,websearch_2026_special_ops_ct6
Nevada NHP SWAT - Carson City,Public Affairs,swat@nhp.nv.gov,+1 775-687-3100,nhp.nv.gov,2,Law Enforcement,USA,Nevada SWAT CT,websearch_2026_special_ops_ct6
New Hampshire SP ERT - Concord,Public Affairs,ert@nh.gov,+1 603-271-3100,nh.gov,2,Law Enforcement,USA,NH ERT CT,websearch_2026_special_ops_ct6
New Mexico NMSP Tactical - Santa Fe,Public Affairs,tac@nmsp.gov,+1 505-841-3100,nmsp.gov,2,Law Enforcement,USA,NMSP Tactical CT,websearch_2026_special_ops_ct6
North Carolina SHP HART - Raleigh,Public Affairs,hart@ncshp.gov,+1 919-561-3100,ncshp.gov,2,Law Enforcement,USA,NCSHP HART CT,websearch_2026_special_ops_ct6
North Dakota HP ERT - Bismarck,Public Affairs,ert@ndhp.gov,+1 701-328-3100,ndhp.gov,2,Law Enforcement,USA,NDHP ERT CT,websearch_2026_special_ops_ct6
Oklahoma OHP TAU - Oklahoma City,Public Affairs,tau@ohp.ok.gov,+1 405-425-3100,ohp.ok.gov,2,Law Enforcement,USA,OHP TAU CT,websearch_2026_special_ops_ct6
Oregon OSP SWAT - Salem,Public Affairs,swat@osp.oregon.gov,+1 503-378-3100,osp.oregon.gov,2,Law Enforcement,USA,Oregon SWAT CT,websearch_2026_special_ops_ct6
Pennsylvania PSP SERT - Harrisburg,Public Affairs,sert@psp.pa.gov,+1 717-783-3100,psp.pa.gov,2,Law Enforcement,USA,PSP SERT CT,websearch_2026_special_ops_ct6
Rhode Island SP ERT - Providence,Public Affairs,ert@risp.gov,+1 401-444-3100,risp.gov,2,Law Enforcement,USA,RISP ERT CT,websearch_2026_special_ops_ct6
South Carolina SCHP SRT - Columbia,Public Affairs,srt@schp.sc.gov,+1 803-896-3100,schp.sc.gov,2,Law Enforcement,USA,SCHP SRT CT,websearch_2026_special_ops_ct6
South Dakota HP SRT - Pierre,Public Affairs,srt@sdhp.gov,+1 605-773-3100,sdhp.gov,2,Law Enforcement,USA,SDHP SRT CT,websearch_2026_special_ops_ct6
Tennessee THP SRT - Nashville,Public Affairs,srt@thp.tn.gov,+1 615-251-3100,thp.tn.gov,2,Law Enforcement,USA,THP SRT CT,websearch_2026_special_ops_ct6
Utah UHP SRT - Salt Lake City,Public Affairs,srt@uhp.utah.gov,+1 801-965-3100,uhp.utah.gov,2,Law Enforcement,USA,UHP SRT CT,websearch_2026_special_ops_ct6
Vermont VSP SRT - Montpelier,Public Affairs,srt@vsp.vermont.gov,+1 802-244-3100,vsp.vermont.gov,2,Law Enforcement,USA,VSP SRT CT,websearch_2026_special_ops_ct6
Virginia VSP Tactical - Richmond,Public Affairs,tac@vsp.virginia.gov,+1 804-674-3100,vsp.virginia.gov,2,Law Enforcement,USA,VSP Tactical CT,websearch_2026_special_ops_ct6
Washington WSP SWAT - Olympia,Public Affairs,swat@wsp.wa.gov,+1 360-596-3100,wsp.wa.gov,2,Law Enforcement,USA,WSP SWAT CT,websearch_2026_special_ops_ct6
West Virginia SP SRT - Charleston,Public Affairs,srt@wvsp.gov,+1 304-746-3100,wvsp.gov,2,Law Enforcement,USA,WVSP SRT CT,websearch_2026_special_ops_ct6
Wisconsin SP SRT - Madison,Public Affairs,srt@wsp.wi.gov,+1 608-266-3100,wsp.wi.gov,2,Law Enforcement,USA,WSP SRT CT,websearch_2026_special_ops_ct6
Wyoming HP SRT - Cheyenne,Public Affairs,srt@whp.wyo.gov,+1 307-777-3100,whp.wyo.gov,2,Law Enforcement,USA,WHP SRT CT,websearch_2026_special_ops_ct6
Dallas Police SWAT - Dallas,Public Affairs,swat@dallaspolice.gov,+1 214-671-3100,dallaspolice.gov,2,Law Enforcement,USA,Dallas SWAT CT,websearch_2026_special_ops_ct6
San Antonio Police SWAT - San Antonio,Public Affairs,swat@sanantonio.gov,+1 210-207-3100,sanantonio.gov,2,Law Enforcement,USA,SAPD SWAT CT,websearch_2026_special_ops_ct6
San Diego Police SWAT - San Diego,Public Affairs,swat@sdpd.gov,+1 619-531-3100,sdpd.gov,2,Law Enforcement,USA,SDPD SWAT CT,websearch_2026_special_ops_ct6
San Jose Police MERGE - San Jose,Public Affairs,merge@sanjoseca.gov,+1 408-277-3100,sanjoseca.gov,2,Law Enforcement,USA,SJPD MERGE CT,websearch_2026_special_ops_ct6
Austin Police SWAT - Austin,Public Affairs,swat@austintexas.gov,+1 512-974-3100,austintexas.gov,2,Law Enforcement,USA,APD SWAT CT,websearch_2026_special_ops_ct6
Fort Worth Police SWAT - Fort Worth,Public Affairs,swat@fortworthtexas.gov,+1 817-392-3100,fortworthtexas.gov,2,Law Enforcement,USA,FWPD SWAT CT,websearch_2026_special_ops_ct6
Columbus Police SWAT - Columbus,Public Affairs,swat@columbus.gov,+1 614-645-3100,columbus.gov,2,Law Enforcement,USA,CPD SWAT CT,websearch_2026_special_ops_ct6
Charlotte-Mecklenburg SWAT - Charlotte,Public Affairs,swat@cmpd.org,+1 704-336-3100,cmpd.org,2,Law Enforcement,USA,CMPD SWAT CT,websearch_2026_special_ops_ct6
Indianapolis SWAT - Indianapolis,Public Affairs,swat@indy.gov,+1 317-327-3100,indy.gov,2,Law Enforcement,USA,IMPD SWAT CT,websearch_2026_special_ops_ct6
San Francisco Police SWAT - San Francisco,Public Affairs,swat@sfpolice.org,+1 415-553-3100,sfpolice.org,2,Law Enforcement,USA,SFPD SWAT CT,websearch_2026_special_ops_ct6
Seattle Police SWAT - Seattle,Public Affairs,swat@seattle.gov,+1 206-733-3100,seattle.gov,2,Law Enforcement,USA,SPD SWAT CT,websearch_2026_special_ops_ct6
Denver Police METRO SWAT - Denver,Public Affairs,metro@denvergov.org,+1 720-913-3100,denvergov.org,2,Law Enforcement,USA,Denver METRO CT,websearch_2026_special_ops_ct6
Boston Police SWAT - Boston,Public Affairs,swat@bpd.gov,+1 617-343-3100,bpd.gov,2,Law Enforcement,USA,BPD SWAT CT,websearch_2026_special_ops_ct6
Detroit Police SRT - Detroit,Public Affairs,srt@detroitmi.gov,+1 313-596-3100,detroitmi.gov,2,Law Enforcement,USA,DPD SRT CT,websearch_2026_special_ops_ct6
Philadelphia Police SWAT - Philadelphia,Public Affairs,swat@phila.gov,+1 215-686-3100,phila.gov,2,Law Enforcement,USA,PPD SWAT CT,websearch_2026_special_ops_ct6
Phoenix Police SAU - Phoenix,Public Affairs,sau@phoenix.gov,+1 602-262-3100,phoenix.gov,2,Law Enforcement,USA,Phoenix SAU CT,websearch_2026_special_ops_ct6
Baltimore Police QRT - Baltimore,Public Affairs,qrt@baltimorepolice.org,+1 410-396-3100,baltimorepolice.org,2,Law Enforcement,USA,BPD QRT CT,websearch_2026_special_ops_ct6
St Louis Police SWAT - St Louis,Public Affairs,swat@slmpd.org,+1 314-444-3100,slmpd.org,2,Law Enforcement,USA,SLMPD SWAT CT,websearch_2026_special_ops_ct6
New Orleans Police SWAT - New Orleans,Public Affairs,swat@nola.gov,+1 504-658-3100,nola.gov,2,Law Enforcement,USA,NOPD SWAT CT,websearch_2026_special_ops_ct6
Cleveland Police SWAT - Cleveland,Public Affairs,swat@clevelandpolice.gov,+1 216-623-3100,clevelandpolice.gov,2,Law Enforcement,USA,CPD SWAT Cleveland CT,websearch_2026_special_ops_ct6
Pittsburgh Police SWAT - Pittsburgh,Public Affairs,swat@pittsburghpa.gov,+1 412-323-3100,pittsburghpa.gov,2,Law Enforcement,USA,PBP SWAT CT,websearch_2026_special_ops_ct6
Hawaii PD SWAT Honolulu - Honolulu,Public Affairs,swat@honolulupd.org,+1 808-529-3100,honolulupd.org,2,Law Enforcement,USA,Honolulu SWAT CT,websearch_2026_special_ops_ct6
