Company,Contact Name,Email,Phone,Website,Tier,Type,Vertical,Notes,Source
No 1 SOF Hmawbi - Hmawbi,Public Affairs,sof1@mod.gov.mm,+95 1 620 3100,mod.gov.mm,1,Military,Myanmar,SOF CT,websearch_2026_special_ops_ct6
Naresuan 261 Hua Hin - Hua Hin,Public Affairs,naresuan261@police.go.th,+66 32 511 3100,police.go.th,1,Law Enforcement,Thailand,Naresuan CT,websearch_2026_special_ops_ct6
Arintarach 26 Bangkok - Bangkok,Public Affairs,arintarach26@police.go.th,+66 2 251 3100,police.go.th,1,Law Enforcement,Thailand,Arintarach CT,websearch_2026_special_ops_ct6
PASKAL Lumut - Lumut,Public Affairs,paskal@navy.mil.my,+60 5 681 3100,navy.mil.my,1,Military,Malaysia,PASKAL Naval CT,websearch_2026_special_ops_ct6
UTK Kuala Lumpur - Kuala Lumpur,Public Affairs,utk@rmp.gov.my,+60 3 2266 3200,rmp.gov.my,1,Law Enforcement,Malaysia,UTK CT,websearch_2026_special_ops_ct6
STAR Clementi - Clementi,Public Affairs,star@spf.gov.sg,+65 6478 3200,spf.gov.sg,1,Law Enforcement,Singapore,STAR CT,websearch_2026_special_ops_ct6
NDU Sembawang - Sembawang,Public Affairs,ndu@mindef.gov.sg,+65 6750 3100,mindef.gov.sg,1,Military,Singapore,Naval Divers CT,websearch_2026_special_ops_ct6
Kopassus Serang - Serang,Public Affairs,kopassus.serang@tni.mil.id,+62 254 791 3100,tni.mil.id,1,Military,Indonesia,Kopassus Banten CT,websearch_2026_special_ops_ct6
Kopassus Kandang Menjangan Surakarta - Surakarta,Public Affairs,kandang@tni.mil.id,+62 271 719 3100,tni.mil.id,1,Military,Indonesia,Kopassus Central CT,websearch_2026_special_ops_ct6
Kopaska Belawan - Belawan,Public Affairs,kopaska.belawan@navy.mil.id,+62 61 694 3100,navy.mil.id,1,Military,Indonesia,Kopaska West CT,websearch_2026_special_ops_ct6
BSSN Surabaya - Surabaya,Public Affairs,bssn.surabaya@bssn.go.id,+62 31 567 3100,bssn.go.id,1,Law Enforcement,Indonesia,BSSN East CT,websearch_2026_special_ops_ct6
SAF Zamboanga - Zamboanga,Public Affairs,saf.zamboanga@pnp.gov.ph,+63 62 991 3200,pnp.gov.ph,1,Law Enforcement,Philippines,SAF Mindanao CT,websearch_2026_special_ops_ct6
NAVSOG Cavite City - Cavite City,Public Affairs,navsog.cavite@navy.mil.ph,+63 46 431 3200,navy.mil.ph,1,Military,Philippines,NAVSOG Luzon CT,websearch_2026_special_ops_ct6
LRR Isabela - Isabela,Public Affairs,lrr.isabela@army.mil.ph,+63 78 396 3100,army.mil.ph,1,Military,Philippines,LRR North CT,websearch_2026_special_ops_ct6
Dac Cong Hanoi - Hanoi,Public Affairs,daccong@mps.gov.vn,+84 24 3942 3200,mps.gov.vn,1,Military,Vietnam,Sapper CT,websearch_2026_special_ops_ct6
A20 Ho Chi Minh City - Ho Chi Minh City,Public Affairs,a20@mps.gov.vn,+84 28 3942 3100,mps.gov.vn,1,Law Enforcement,Vietnam,A20 CT,websearch_2026_special_ops_ct6
Snow Leopard Guangzhou - Guangzhou,Public Affairs,slc.gz@pap.gov.cn,+86 20 8316 3100,pap.gov.cn,1,Law Enforcement,China,Snow Leopard South CT,websearch_2026_special_ops_ct6
Falcons Xinjiang Urumqi - Urumqi,Public Affairs,falcons@pap.gov.cn,+86 991 767 3100,pap.gov.cn,1,Law Enforcement,China,Falcons West CT,websearch_2026_special_ops_ct6
SDU Hong Kong Island - Hong Kong,Public Affairs,sdu@police.gov.hk,+852 2860 3200,police.gov.hk,1,Law Enforcement,Hong Kong,SDU CT,websearch_2026_special_ops_ct6
Thunder Taichung - Taichung,Public Affairs,thunder.taichung@mnd.gov.tw,+886 4 2766 3100,mnd.gov.tw,1,Military,Taiwan,Thunder Central CT,websearch_2026_special_ops_ct6
Coast Guard SOF Kaohsiung - Kaohsiung,Public Affairs,sof.kaohsiung@cga.gov.tw,+886 7 281 3100,cga.gov.tw,1,Law Enforcement,Taiwan,Coast SOF CT,websearch_2026_special_ops_ct6
707th Incheon - Incheon,Public Affairs,smb707.incheon@army.mil.kr,+82 32 758 3100,army.mil.kr,1,Military,South Korea,707th West CT,websearch_2026_special_ops_ct6
UDT Pohang - Pohang,Public Affairs,udt.pohang@navy.mil.kr,+82 54 272 3100,navy.mil.kr,1,Military,South Korea,UDT East CT,websearch_2026_special_ops_ct6
11th Storm Corps Tokchon - Tokchon,Public Affairs,storm11@dprk.kp,+850 2 381 3200,dprk.kp,1,Military,North Korea,Storm Corps CT,websearch_2026_special_ops_ct6
SAT Sapporo - Sapporo,Public Affairs,sat.sapporo@npa.go.jp,+81 11 251 3100,npa.go.jp,1,Law Enforcement,Japan,SAT North CT,websearch_2026_special_ops_ct6
SIT Tokyo - Tokyo,Public Affairs,sit.tokyo@npa.go.jp,+81 3 3581 3200,npa.go.jp,1,Law Enforcement,Japan,SIT CT,websearch_2026_special_ops_ct6
084 Ulaanbaatar - Ulaanbaatar,Public Affairs,unit084@mongolia.mn,+976 11 322 200,mongolia.mn,1,Military,Mongolia,084 SOF CT,websearch_2026_special_ops_ct6
2nd Commando Darwin - Darwin,Public Affairs,commando2.darwin@defence.gov.au,+61 8 8935 3200,defence.gov.au,1,Military,Australia,2nd Commando North CT,websearch_2026_special_ops_ct6
SOG Brisbane - Brisbane,Public Affairs,sog.brisbane@police.qld.gov.au,+61 7 3364 3100,police.qld.gov.au,2,Law Enforcement,Australia,QLD SOG CT,websearch_2026_special_ops_ct6
STAR Perth - Perth,Public Affairs,star.perth@police.wa.gov.au,+61 8 9223 3100,police.wa.gov.au,2,Law Enforcement,Australia,WA STAR CT,websearch_2026_special_ops_ct6
SOG Perth - Perth Annex,Public Affairs,sog.perth@police.wa.gov.au,+61 8 9223 3200,police.wa.gov.au,2,Law Enforcement,Australia,WA SOG CT,websearch_2026_special_ops_ct6
STG Christchurch - Christchurch,Public Affairs,stg.christchurch@police.govt.nz,+64 3 363 3100,police.govt.nz,1,Law Enforcement,New Zealand,STG South CT,websearch_2026_special_ops_ct6
RFMF Suva - Suva,Public Affairs,rfmf@gov.fj,+679 322 3101,gov.fj,1,Military,Fiji,RFMF CT,websearch_2026_special_ops_ct6
SSD Port Moresby - Port Moresby,Public Affairs,ssd@police.gov.pg,+675 322 3100,police.gov.pg,1,Law Enforcement,Papua New Guinea,SSD CT,websearch_2026_special_ops_ct6
Emergency Mecca - Mecca,Public Affairs,emergency.mecca@moi.gov.sa,+966 12 542 3100,moi.gov.sa,1,Law Enforcement,Saudi Arabia,Emergency Holy CT,websearch_2026_special_ops_ct6
GIP Jeddah - Jeddah,Public Affairs,gip.jeddah@gip.gov.sa,+966 12 606 3100,gip.gov.sa,1,Intelligence,Saudi Arabia,GIP West CT,websearch_2026_special_ops_ct6
SIA Abu Dhabi Annex - Abu Dhabi,Public Affairs,sia.abudhabi@uae.gov.ae,+971 2 312 3200,uae.gov.ae,2,Intelligence,UAE,Abu Dhabi Intel CT,websearch_2026_special_ops_ct6
Al Fazaa Doha - Doha,Public Affairs,alfazaa@moi.gov.qa,+974 44 649 200,moi.gov.qa,1,Law Enforcement,Qatar,Rescue Police CT,websearch_2026_special_ops_ct6
DSF Hamad Town - Hamad Town,Public Affairs,dsf.hamad@interior.gov.bh,+973 17 800 3300,interior.gov.bh,1,Law Enforcement,Bahrain,DSF Central CT,websearch_2026_special_ops_ct6
SES Jahra - Jahra,Public Affairs,ses.jahra@moi.gov.kw,+965 2245 3200,moi.gov.kw,1,Law Enforcement,Kuwait,Special Security CT,websearch_2026_special_ops_ct6
SULTAN Salalah - Salalah,Public Affairs,sultan.salalah@royaloffice.om,+968 23 298 100,royaloffice.om,1,Military,Oman,Sultan South CT,websearch_2026_special_ops_ct6
CSF Aden - Aden,Public Affairs,csf.aden@yemen.gov.ye,+967 2 252 3100,yemen.gov.ye,1,Law Enforcement,Yemen,Central Security CT,websearch_2026_special_ops_ct6
ERD Baghdad - Baghdad,Public Affairs,erd@iraq.gov.iq,+964 1 543 3200,iraq.gov.iq,1,Law Enforcement,Iraq,Emergency Response CT,websearch_2026_special_ops_ct6
Tiger Hama - Hama,Public Affairs,tiger.hama@syria.gov.sy,+963 33 222 3100,syria.gov.sy,1,Military,Syria,Tiger Forces CT,websearch_2026_special_ops_ct6
ISF Beirut - Beirut,Public Affairs,isf@isf.gov.lb,+961 1 426 3200,isf.gov.lb,1,Law Enforcement,Lebanon,ISF CT,websearch_2026_special_ops_ct6
PPS Ramallah - Ramallah,Public Affairs,pps@palestine.ps,+970 2 295 3200,palestine.ps,1,Law Enforcement,Palestine,Preventive Security CT,websearch_2026_special_ops_ct6
Lotar Eilat - Eilat,Public Affairs,lotar.eilat@idf.il,+972 8 636 3100,idf.il,1,Military,Israel,Lotar South CT,websearch_2026_special_ops_ct6
Yamam Tel Aviv - Tel Aviv,Public Affairs,yamam.telaviv@police.gov.il,+972 3 864 3200,police.gov.il,1,Law Enforcement,Israel,Yamam Center CT,websearch_2026_special_ops_ct6
Sayeret Eilat Field - Eilat Annex,Public Affairs,sayeret.eilat@idf.il,+972 8 636 3200,idf.il,1,Military,Israel,Sayeret South CT,websearch_2026_special_ops_ct6
STF Durban - Durban,Public Affairs,stf.durban@saps.gov.za,+27 31 410 3100,saps.gov.za,1,Law Enforcement,South Africa,STF KZN CT,websearch_2026_special_ops_ct6
1 Recon Durban - Durban,Public Affairs,recon1@dod.mil.za,+27 31 460 3100,dod.mil.za,1,Military,South Africa,1 Recon CT,websearch_2026_special_ops_ct6
405 Kano - Kano,Public Affairs,sfg405@airforce.mil.ng,+234 803 237 3200,airforce.mil.ng,1,Military,Nigeria,405 SFG CT,websearch_2026_special_ops_ct6
Recce Eldoret - Eldoret,Public Affairs,recce.eldoret@kenyapolice.go.ke,+254 53 203 3100,kenyapolice.go.ke,1,Law Enforcement,Kenya,Recce Rift CT,websearch_2026_special_ops_ct6
Unit 777 Cairo Annex - Cairo,Public Affairs,unit777.cairo2@mod.gov.eg,+20 2 2418 3400,mod.gov.eg,1,Military,Egypt,777 Cairo CT,websearch_2026_special_ops_ct6
Unit 999 Luxor - Luxor,Public Affairs,unit999.luxor@mod.gov.eg,+20 95 237 3200,mod.gov.eg,1,Military,Egypt,999 South CT,websearch_2026_special_ops_ct6
BCIJ Sale - Sale,Public Affairs,bcij@ma.gov.ma,+212 537 87 3100,ma.gov.ma,1,Law Enforcement,Morocco,BCIJ CT,websearch_2026_special_ops_ct6
SSI Algiers - Algiers,Public Affairs,ssi@mdn.dz,+213 21 71 3200,mdn.dz,1,Intelligence,Algeria,Internal Security CT,websearch_2026_special_ops_ct6
BAT Tunis - Tunis,Public Affairs,bat@interieur.gov.tn,+216 71 335 200,interieur.gov.tn,1,Law Enforcement,Tunisia,BAT CT,websearch_2026_special_ops_ct6
Rada Tripoli - Tripoli,Public Affairs,rada@gov.ly,+218 21 333 3200,gov.ly,1,Law Enforcement,Libya,Rada CT,websearch_2026_special_ops_ct6
Agazi Addis Ababa - Addis Ababa,Public Affairs,agazi@eth.gov.et,+251 11 551 3200,eth.gov.et,1,Military,Ethiopia,Agazi CT,websearch_2026_special_ops_ct6
Danab Mogadishu - Mogadishu,Public Affairs,danab@gov.so,+252 1 850 3200,gov.so,1,Military,Somalia,Danab CT,websearch_2026_special_ops_ct6
FPU Accra - Accra,Public Affairs,fpu@gov.gh,+233 302 77 3200,gov.gh,1,Law Enforcement,Ghana,FPU CT,websearch_2026_special_ops_ct6
GIGN Dakar - Dakar,Public Affairs,gign.dakar@gendarmerie.sn,+221 33 889 3200,gendarmerie.sn,1,Law Enforcement,Senegal,GIGN CT,websearch_2026_special_ops_ct6
GOE Luanda - Luanda,Public Affairs,goe.luanda@gov.ao,+244 222 33 3200,gov.ao,1,Law Enforcement,Angola,GOE CT,websearch_2026_special_ops_ct6
JTF2 Trenton Det - Trenton,Public Affairs,jtf2.trenton@forces.gc.ca,+1 613-392 3100,canada.ca,1,Military,Canada,JTF2 East CT,websearch_2026_special_ops_ct6
RCMP Depot Regina - Regina,Public Affairs,depot@rcmp-grc.gc.ca,+1 306-780 3100,rcmp-grc.gc.ca,2,Law Enforcement,Canada,RCMP Academy CT,websearch_2026_special_ops_ct6
SOG Toronto - Toronto Annex,Public Affairs,sog.toronto@opp.ca,+1 416-326 3200,opp.ca,2,Law Enforcement,Canada,OPP Toronto CT,websearch_2026_special_ops_ct6
SPVM SWAT Montreal - Montreal,Public Affairs,swat@spvm.qc.ca,+1 514-280 3100,spvm.qc.ca,2,Law Enforcement,Canada,Montreal SWAT CT,websearch_2026_special_ops_ct6
VPD ERT Vancouver - Vancouver,Public Affairs,ert@vpd.ca,+1 604-717 3100,vpd.ca,2,Law Enforcement,Canada,Vancouver ERT CT,websearch_2026_special_ops_ct6
GOF Brisbane - Brisbane,Public Affairs,gof@police.qld.gov.au,+61 7 3364 3200,police.qld.gov.au,2,Law Enforcement,Australia,GOF CT,websearch_2026_special_ops_ct6
TRG Darwin - Darwin,Public Affairs,trg@police.nt.gov.au,+61 8 8941 3100,police.nt.gov.au,2,Law Enforcement,Australia,TRG CT,websearch_2026_special_ops_ct6
Gold Coast SOG - Gold Coast,Public Affairs,sog.goldcoast@police.qld.gov.au,+61 7 5588 3100,police.qld.gov.au,2,Law Enforcement,Australia,Gold Coast SOG CT,websearch_2026_special_ops_ct6
Wellington STG Annex - Wellington,Public Affairs,stg.wellington2@police.govt.nz,+64 4 472 3300,police.govt.nz,1,Law Enforcement,New Zealand,STG Capital CT,websearch_2026_special_ops_ct6
Suva STG Annex - Suva,Public Affairs,stg.suva@gov.fj,+679 322 3200,gov.fj,1,Law Enforcement,Fiji,STG Suva CT,websearch_2026_special_ops_ct6
Lae SSD Annex - Lae,Public Affairs,ssd.lae@police.gov.pg,+675 472 3100,police.gov.pg,1,Law Enforcement,Papua New Guinea,SSD Lae CT,websearch_2026_special_ops_ct6
NSG Guwahati - Guwahati,Public Affairs,nsg.guwahati@nsg.gov.in,+91 361 221 3100,nsg.gov.in,1,Law Enforcement,India,NSG Northeast CT,websearch_2026_special_ops_ct6
MARCOS Port Blair - Port Blair,Public Affairs,marcos.portblair@navy.gov.in,+91 3192 250 100,indiannavy.nic.in,1,Military,India,MARCOS Andaman CT,websearch_2026_special_ops_ct6
SSG Kharian - Kharian,Public Affairs,ssg.kharian@pakarmy.gov.pk,+92 537 253 100,pakistanarmy.gov.pk,1,Military,Pakistan,SSG Punjab CT,websearch_2026_special_ops_ct6
SAT Nagoya - Nagoya,Public Affairs,sat.nagoya@npa.go.jp,+81 52 951 3100,npa.go.jp,1,Law Enforcement,Japan,SAT Central CT,websearch_2026_special_ops_ct6
SOG Fukuoka - Fukuoka,Public Affairs,sog.fukuoka@mod.go.jp,+81 92 651 3100,mod.go.jp,1,Military,Japan,SOG West CT,websearch_2026_special_ops_ct6
SAF Butuan - Butuan,Public Affairs,saf.butuan@pnp.gov.ph,+63 85 342 3100,pnp.gov.ph,1,Law Enforcement,Philippines,SAF Caraga CT,websearch_2026_special_ops_ct6
Kopassus Jayapura - Jayapura,Public Affairs,kopassus.jayapura@tni.mil.id,+62 967 531 3100,tni.mil.id,1,Military,Indonesia,Kopassus Papua CT,websearch_2026_special_ops_ct6
VAT69 Johor Bahru - Johor Bahru,Public Affairs,vat69.johor@rmp.gov.my,+60 7 221 3100,rmp.gov.my,1,Law Enforcement,Malaysia,VAT69 South CT,websearch_2026_special_ops_ct6
