Company,Contact Name,Email,Phone,Website,Tier,Type,Vertical,Notes,Source
US Army 10th Special Forces Group - Stuttgart (Germany),Public Affairs,pao.10sfg@army.mil,+49 711-680-1000,army.mil,1,Military,USA,Forward Deployed SOF Europe,websearch_2026_special_ops_ct
US Capitol Police Emergency Response Team - Washington DC,Public Affairs,publicinfo@uscp.gov,+1 202-224-1677,uscp.gov,2,Law Enforcement,USA,USCP Tactical,websearch_2026_special_ops_ct
US Coast Guard MSRT - Chesapeake,Public Affairs,pao.msrt@uscg.mil,+1 757-398-6500,uscg.mil,2,Homeland Security,USA,USCG Counter-Terrorism,websearch_2026_special_ops_ct
22 SAS Regiment - Hereford,Public Affairs,pao.22sas@mod.gov.uk,+44 1432 359000,army.mod.uk,1,Military,UK,UK Tier 1 CT - SAS,websearch_2026_special_ops_ct
Special Boat Service (SBS) - Poole,Public Affairs,pao.sbs@mod.gov.uk,+44 1202 202300,royalnavy.mod.uk,1,Military,UK,UK Tier 1 Maritime CT,websearch_2026_special_ops_ct
Special Reconnaissance Regiment (SRR) - Hereford,Public Affairs,pao.srr@mod.gov.uk,+44 1432 359100,army.mod.uk,1,Military,UK,UK Special Reconnaissance,websearch_2026_special_ops_ct
18 (UKSF) Signal Regiment - Hereford,Public Affairs,pao.18signals@mod.gov.uk,+44 1432 359200,army.mod.uk,2,Military,UK,UKSF Communications,websearch_2026_special_ops_ct
Counter Terrorism Command (SO15) - Metropolitan Police London,Public Affairs,publicaccess@met.police.uk,+44 20 7230 1212,met.police.uk,1,Law Enforcement,UK,MET CT Command,websearch_2026_special_ops_ct
SCO19 / CTSFO - Metropolitan Police London,Public Affairs,sco19@met.police.uk,+44 20 7230 1212,met.police.uk,2,Law Enforcement,UK,Armed CT Specialist Firearms,websearch_2026_special_ops_ct
Special Forces Support Group (SFSG) - St Athan,Public Affairs,pao.sfsg@mod.gov.uk,+44 1446 798000,army.mod.uk,2,Military,UK,UKSF Support,websearch_2026_special_ops_ct
Pathfinder Platoon - Colchester,Public Affairs,pao.pathfinder@mod.gov.uk,+44 1206 782000,army.mod.uk,2,Military,UK,16 Air Assault Pathfinder,websearch_2026_special_ops_ct
GIGN - Satory,Public Affairs,communication.gign@gendarmerie.interieur.gouv.fr,+33 1 39 21 4000,gendarmerie.interieur.gouv.fr,1,Law Enforcement,France,France Tier 1 CT - Gendarmerie,websearch_2026_special_ops_ct
RAID - Bièvres,Public Affairs,communication.raid@interieur.gouv.fr,+33 1 49 04 4000,police-nationale.interieur.gouv.fr,1,Law Enforcement,France,Police Nationale CT - RAID,websearch_2026_special_ops_ct
BRI/BAC - Paris,Public Affairs,briadp@interieur.gouv.fr,+33 1 53 71 4000,police-nationale.interieur.gouv.fr,2,Law Enforcement,France,Paris Anti-Gang CT,websearch_2026_special_ops_ct
1er RPIMa - Bayonne,Public Affairs,com.1rpima@armees.gouv.fr,+33 5 59 40 4000,defense.gouv.fr,1,Military,France,French Army Special Forces,websearch_2026_special_ops_ct
Commando Hubert - Toulon,Public Affairs,commando.hubert@defense.gouv.fr,+33 4 94 02 1000,defense.gouv.fr,1,Military,France,French Navy CT - Hubert,websearch_2026_special_ops_ct
CPA 10 - Orléans,Public Affairs,cpa10@armees.gouv.fr,+33 2 38 42 1000,defense.gouv.fr,1,Military,France,French Air Force Special Operations,websearch_2026_special_ops_ct
KSK - Calw,Public Affairs,pao.ksk@bundeswehr.org,+49 7051 9204000,bundeswehr.de,1,Military,Germany,German Army Special Forces,websearch_2026_special_ops_ct
GSG 9 der Bundespolizei - Hangelar,Public Affairs,gsg9@polizei.bund.de,+49 228 9871000,bundespolizei.de,1,Law Enforcement,Germany,German Federal Police CT,websearch_2026_special_ops_ct
KSM - Eckernförde,Public Affairs,ksm@bundeswehr.org,+49 4356 9991000,bundeswehr.de,1,Military,Germany,German Navy KSM,websearch_2026_special_ops_ct
SEK - Berlin,Public Affairs,sek@polizei.berlin.de,+49 30 46649000,polizei.berlin.de,2,Law Enforcement,Germany,State Police CT - SEK,websearch_2026_special_ops_ct
Fallschirmjaeger Regiment 26 - Zweibrücken,Public Affairs,fjrg26@bundeswehr.org,+49 6332 80000,bundeswehr.de,2,Military,Germany,German Airborne Special Operations Capable,websearch_2026_special_ops_ct
Fernspähkompanie - Germany,Public Affairs,fernspaeher@bundeswehr.org,+49 7083 10000,bundeswehr.de,2,Military,Germany,Long Range Recon,websearch_2026_special_ops_ct
Sayeret Matkal - Tel Aviv,Public Affairs,matkal@pmo.gov.il,+972 3 569 1000,idf.il,1,Military,Israel,Israel Tier 1 CT - General Staff Recon,websearch_2026_special_ops_ct
Yamam - Jerusalem,Public Affairs,yamam@police.gov.il,+972 2 542 1000,police.gov.il,1,Law Enforcement,Israel,Israel Border Police CT - Yamam,websearch_2026_special_ops_ct
Shayetet 13 - Atlit,Public Affairs,sh13@navy.idf.il,+972 4 810 1000,idf.il,1,Military,Israel,Israeli Navy CT - Shayetet 13,websearch_2026_special_ops_ct
Shaldag Unit (Unit 5101) - Palmachim,Public Affairs,shaldag@idf.il,+972 8 968 1000,iaf.org.il,1,Military,Israel,IAF Special Operations,websearch_2026_special_ops_ct
Duvdevan Unit 217 - West Bank,Public Affairs,duvdevan@idf.il,+972 2 530 1000,idf.il,1,Military,Israel,Mista'aravim CT,websearch_2026_special_ops_ct
Sayeret Shaldag - Hatzor,Public Affairs,dolphin@idf.il,+972 8 922 1000,idf.il,2,Military,Israel,Yahalom Combat Engineering CT,websearch_2026_special_ops_ct
FSB Alpha Group - Moscow,Public Affairs,fsb@fsb.ru,+7 495 224 7000,fsb.ru,1,Law Enforcement,Russia,FSB Tier 1 CT - Alpha,websearch_2026_special_ops_ct
FSB Vympel Group - Moscow,Public Affairs,fsb.vympel@fsb.ru,+7 495 224 7100,fsb.ru,1,Law Enforcement,Russia,FSB CT - Vympel,websearch_2026_special_ops_ct
GRU Spetsnaz - Kubinka,Public Affairs,press@mil.ru,+7 495 498 1000,mil.ru,1,Military,Russia,GRU Special Operations,websearch_2026_special_ops_ct
SSO - Special Operations Command - Kubinka,Public Affairs,sso@mil.ru,+7 495 498 1200,mil.ru,1,Military,Russia,Russian SOF Command,websearch_2026_special_ops_ct
SOBR - Moscow,Public Affairs,sobr@mvd.ru,+7 495 667 1000,mvd.ru,2,Law Enforcement,Russia,MVD Rapid Response CT,websearch_2026_special_ops_ct
BOPE - Rio de Janeiro,Public Affairs,bope@pmerj.rj.gov.br,+55 21 3399 1000,pmerj.rj.gov.br,1,Law Enforcement,Brazil,BOPE CT - PMERJ,websearch_2026_special_ops_ct
CORE - Rio de Janeiro,Public Affairs,core@pcivil.rj.gov.br,+55 21 2334 1000,policiacivil.rj.gov.br,1,Law Enforcement,Brazil,CORE CT - Civil Police Rio,websearch_2026_special_ops_ct
GATE - São Paulo,Public Affairs,gate@policiamilitar.sp.gov.br,+55 11 3327 1000,policiamilitar.sp.gov.br,1,Law Enforcement,Brazil,GATE CT - PMESP,websearch_2026_special_ops_ct
COT - Brasília (Comando de Operações Táticas),Public Affairs,cot@dpf.gov.br,+55 61 2024 1000,pf.gov.br,1,Law Enforcement,Brazil,Federal Police CT - COT,websearch_2026_special_ops_ct
GRUMEC - Rio de Janeiro,Public Affairs,grumec@marinha.mil.br,+55 21 2104 1000,marinha.mil.br,1,Military,Brazil,Brazilian Navy CT Divers,websearch_2026_special_ops_ct
1st Special Forces Battalion - Goiânia,Public Affairs,1bafec@eb.mil.br,+55 62 3328 1000,eb.mil.br,1,Military,Brazil,Brazil Army Special Forces,websearch_2026_special_ops_ct
COMANF - Rio de Janeiro,Public Affairs,comanf@marinha.mil.br,+55 21 2126 1000,marinha.mil.br,1,Military,Brazil,Marine Corps Special Operations,websearch_2026_special_ops_ct
JTF2 - Ottawa,Public Affairs,pao.jtf2@forces.gc.ca,+1 613-945-1000,canada.ca,1,Military,Canada,Canada Tier 1 CT - JTF2,websearch_2026_special_ops_ct
CSOR - Petawawa,Public Affairs,csor@forces.gc.ca,+1 613-588-1000,canada.ca,1,Military,Canada,Canadian Special Operations Regiment,websearch_2026_special_ops_ct
RCMP Emergency Response Team - Ottawa,Public Affairs,ert@rcmp-grc.gc.ca,+1 613-993-1000,rcmp-grc.gc.ca,2,Law Enforcement,Canada,RCMP Tactical CT,websearch_2026_special_ops_ct
SASR - Perth (Swanbourne),Public Affairs,sasr@defence.gov.au,+61 8 9434 1000,defence.gov.au,1,Military,Australia,Australian SASR CT,websearch_2026_special_ops_ct
2nd Commando Regiment - Sydney,Public Affairs,2commando@defence.gov.au,+61 2 9393 1000,defence.gov.au,1,Military,Australia,Australian Commandos,websearch_2026_special_ops_ct
Tactical Assault Group East - Sydney,Public Affairs,tag.east@defence.gov.au,+61 2 9393 2000,defence.gov.au,1,Military,Australia,TAG East CT,websearch_2026_special_ops_ct
Incident Response Regiment - Holsworthy,Public Affairs,irr@defence.gov.au,+61 2 8782 1000,defence.gov.au,2,Military,Australia,CBRN CT,websearch_2026_special_ops_ct
GIS - Livorno (Carabinieri),Public Affairs,gis@carabinieri.it,+39 0586 891000,carabinieri.it,1,Law Enforcement,Italy,GIS CT - Carabinieri,websearch_2026_special_ops_ct
NOCS - Rome,Public Affairs,nocs@poliziadistato.it,+39 06 4651000,poliziadistato.it,1,Law Enforcement,Italy,NOCS CT - State Police,websearch_2026_special_ops_ct
COMSUBIN - La Spezia,Public Affairs,comsubin@marina.difesa.it,+39 0187 784000,marina.difesa.it,1,Military,Italy,Italian Navy Incursori,websearch_2026_special_ops_ct
9th Parachute Assault Regiment Col Moschin - Livorno,Public Affairs,colmoschin@esercito.difesa.it,+39 0586 840000,esercito.difesa.it,1,Military,Italy,Italian Army Special Forces,websearch_2026_special_ops_ct
GEO - Guadalajara,Public Affairs,geo@policia.es,+34 91 582 1000,policia.es,1,Law Enforcement,Spain,GEO CT - National Police,websearch_2026_special_ops_ct
UEI - Valdemoro,Public Affairs,uei@guardiacivil.es,+34 91 602 1000,guardiacivil.es,1,Law Enforcement,Spain,UEI CT - Guardia Civil,websearch_2026_special_ops_ct
MOE - Alicante,Public Affairs,moe@et.mde.es,+34 96 659 1000,ejercito.mde.es,1,Military,Spain,Spanish Army Special Operations,websearch_2026_special_ops_ct
GROM - Warsaw,Public Affairs,grom@mon.gov.pl,+48 261 856000,wojsko-polskie.pl,1,Military,Poland,Poland Tier 1 CT - GROM,websearch_2026_special_ops_ct
JWK - Lubliniec,Public Affairs,jwk@mon.gov.pl,+48 34 351 1000,wojsko-polskie.pl,1,Military,Poland,JWK Commando,websearch_2026_special_ops_ct
Formoza - Gdynia,Public Affairs,formoza@mon.gov.pl,+48 58 626 1000,wojsko-polskie.pl,1,Military,Poland,Polish Navy Formoza,websearch_2026_special_ops_ct
Maroon Berets (OKK) - Ankara,Public Affairs,okk@tsk.tr,+90 312 425 1000,tsk.tr,1,Military,Turkey,Turkish Special Forces Command,websearch_2026_special_ops_ct
JÖAK - Ankara,Public Affairs,joak@jandarma.gov.tr,+90 312 456 1000,jandarma.gov.tr,1,Law Enforcement,Turkey,Gendarmerie CT - JÖAK,websearch_2026_special_ops_ct
SAT - Istanbul,Public Affairs,sat@dzkk.tsk.tr,+90 212 398 1000,dzkk.tsk.tr,1,Military,Turkey,Turkish Navy SAT CT,websearch_2026_special_ops_ct
NSG Black Cats - New Delhi,Public Affairs,nsg@gov.in,+91 11 4303 1000,nsg.gov.in,1,Law Enforcement,India,NSG CT - Black Cats,websearch_2026_special_ops_ct
MARCOS - Mumbai,Public Affairs,marcos@navy.gov.in,+91 22 2500 1000,indiannavy.nic.in,1,Military,India,Indian Navy MARCOS,websearch_2026_special_ops_ct
Para SF - Agra,Public Affairs,parasf@indianarmy.gov.in,+91 562 222 1000,indianarmy.nic.in,1,Military,India,Para Special Forces,websearch_2026_special_ops_ct
SSG - Cherat,Public Affairs,ssg@pakarmy.gov.pk,+92 51 927 1000,pakistanarmy.gov.pk,1,Military,Pakistan,SSG CT - Pakistan Army,websearch_2026_special_ops_ct
SSW - Peshawar,Public Affairs,ssw@paf.gov.pk,+92 91 921 1000,paf.gov.pk,1,Military,Pakistan,SSW CT - Pakistan Air Force,websearch_2026_special_ops_ct
707th SMB White Tigers - Seoul,Public Affairs,707smb@army.mil.kr,+82 2 500 1000,army.mil.kr,1,Military,South Korea,707th Special Mission Battalion CT,websearch_2026_special_ops_ct
UDT/SEAL - Jinhae,Public Affairs,udt@navy.mil.kr,+82 55 542 1000,navy.mil.kr,1,Military,South Korea,ROK Navy UDT/SEAL,websearch_2026_special_ops_ct
Special Assault Team (SAT) - Tokyo,Public Affairs,sat@npa.go.jp,+81 3 3581 1000,npa.go.jp,1,Law Enforcement,Japan,Japan Police CT - SAT,websearch_2026_special_ops_ct
Special Operations Group (SOG) - Narashino,Public Affairs,sog@mod.go.jp,+81 47 466 1000,mod.go.jp,1,Military,Japan,JGSDF Special Operations Group,websearch_2026_special_ops_ct
Special Forces Brigade - Pretoria,Public Affairs,sfbde@dod.mil.za,+27 12 355 1000,dod.mil.za,1,Military,South Africa,SA Special Forces Brigade,websearch_2026_special_ops_ct
SAPS Special Task Force - Pretoria,Public Affairs,taskforce@saps.gov.za,+27 12 393 1000,saps.gov.za,1,Law Enforcement,South Africa,SAPS CT - Task Force,websearch_2026_special_ops_ct
AFEUR - Bogotá,Public Affairs,afeur@ejercito.mil.co,+57 1 426 1000,ejercito.mil.co,1,Military,Colombia,AFEUR CT - Colombia Army,websearch_2026_special_ops_ct
COPES - Bogotá,Public Affairs,copes@policia.gov.co,+57 1 515 1000,policia.gov.co,1,Law Enforcement,Colombia,COPES CT - National Police,websearch_2026_special_ops_ct
FER - Temamatla,Public Affairs,fer@sedena.gob.mx,+52 55 5557 1000,gob.mx/sedena,1,Military,Mexico,FER CT - Mexican Army,websearch_2026_special_ops_ct
Fuerzas Especiales - Mexico City,Public Affairs,fes@semar.gob.mx,+52 55 5624 1000,gob.mx/semar,1,Military,Mexico,Mexican Navy FES,websearch_2026_special_ops_ct
Unit 777 - Cairo,Public Affairs,unit777@mod.gov.eg,+20 2 2418 1000,mod.gov.eg,1,Military,Egypt,Egypt CT - Unit 777,websearch_2026_special_ops_ct
Unit 999 - Cairo,Public Affairs,unit999@mod.gov.eg,+20 2 2418 2000,mod.gov.eg,1,Military,Egypt,Egypt CT - Unit 999,websearch_2026_special_ops_ct
Special Operations Forces - Abuja,Public Affairs,sof@defence.gov.ng,+234 9 461 1000,defence.gov.ng,1,Military,Nigeria,Nigeria SOF CT,websearch_2026_special_ops_ct
Recce Company - Nairobi,Public Affairs,recce@kenyapolice.go.ke,+254 20 272 1000,kenyapolice.go.ke,1,Law Enforcement,Kenya,Kenya Recce CT,websearch_2026_special_ops_ct
Light Reaction Regiment - Fort Magsaysay,Public Affairs,lrr@army.mil.ph,+63 2 845 1000,army.mil.ph,1,Military,Philippines,Philippines CT - LRR,websearch_2026_special_ops_ct
