Company,Contact Name,Email,Phone,Website,Tier,Type,Vertical,Notes,Source
FBI SWAT Miami Field Office - Miami,Public Affairs,miami@fbi.gov,+1 305-944-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Miami,websearch_2026_special_ops_ct4
FBI SWAT Chicago Field Office - Chicago,Public Affairs,chicago@fbi.gov,+1 312-421-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Chicago,websearch_2026_special_ops_ct4
FBI SWAT Houston Field Office - Houston,Public Affairs,houston@fbi.gov,+1 713-693-3100,fbi.gov,2,Law Enforcement,USA,FBI Tactical CT Houston,websearch_2026_special_ops_ct4
DEA Special Response Team Quantico - Quantico,Public Affairs,srt@dea.gov,+1 571-362-3100,dea.gov,2,Law Enforcement,USA,DEA SRT CT,websearch_2026_special_ops_ct4
USMS SOG Western Region - Los Angeles,Public Affairs,sog.west@usdoj.gov,+1 213-894-3100,usmarshals.gov,2,Law Enforcement,USA,Marshals SOG West CT,websearch_2026_special_ops_ct4
NY State Police SORT - Albany,Public Affairs,sort@nysp.gov,+1 518-457-3100,troopers.ny.gov,2,Law Enforcement,USA,NYSP SORT CT,websearch_2026_special_ops_ct4
Florida Highway Patrol Tactical - Tallahassee,Public Affairs,tac@flhsmv.gov,+1 850-617-3100,flhsmv.gov,2,Law Enforcement,USA,FHP Tactical CT,websearch_2026_special_ops_ct4
LASD SEB SWAT - Los Angeles,Public Affairs,seb@lasd.org,+1 213-229-3100,lasd.org,2,Law Enforcement,USA,Sheriff SEB CT,websearch_2026_special_ops_ct4
Houston Police SWAT - Houston,Public Affairs,swat@houstonpolice.org,+1 713-308-3100,houstonpolice.org,2,Law Enforcement,USA,HPD SWAT CT,websearch_2026_special_ops_ct4
BORTAC Tucson Branch - Tucson,Public Affairs,bortac.tucson@cbp.dhs.gov,+1 520-748-3100,cbp.gov,2,Law Enforcement,USA,Border Tactical Tucson CT,websearch_2026_special_ops_ct4
22 SAS E Squadron - Hereford,Public Affairs,esqn@mod.gov.uk,+44 1432 359 3100,army.mod.uk,1,Military,UK,SAS E Sqn CT,websearch_2026_special_ops_ct4
SBS M Squadron - Poole,Public Affairs,msqn@mod.gov.uk,+44 1202 202 3100,royalnavy.mod.uk,1,Military,UK,SBS M Sqn CT,websearch_2026_special_ops_ct4
SRR Detachment London - London,Public Affairs,srr.london@mod.gov.uk,+44 20 7414 3200,army.mod.uk,1,Military,UK,SRR London CT,websearch_2026_special_ops_ct4
Police Scotland CTSFO - Glasgow,Public Affairs,ctsfo@scotland.police.uk,+44 141 532 3100,scotland.police.uk,2,Law Enforcement,UK,Scotland Armed CT,websearch_2026_special_ops_ct4
PSNI Tactical Support Group - Belfast,Public Affairs,tsg@psni.police.uk,+44 28 9065 3100,psni.police.uk,2,Law Enforcement,UK,PSNI Tactical CT,websearch_2026_special_ops_ct4
RAID Strasbourg - Strasbourg,Public Affairs,raid.strasbourg@interieur.gouv.fr,+33 3 88 15 3100,police-nationale.interieur.gouv.fr,2,Law Enforcement,France,RAID Branch CT,websearch_2026_special_ops_ct4
RAID Toulouse - Toulouse,Public Affairs,raid.toulouse@interieur.gouv.fr,+33 5 61 12 3100,police-nationale.interieur.gouv.fr,2,Law Enforcement,France,RAID Branch CT,websearch_2026_special_ops_ct4
GIGN Orange Branch - Orange,Public Affairs,gign.orange@gendarmerie.interieur.gouv.fr,+33 4 90 11 3100,gendarmerie.interieur.gouv.fr,1,Law Enforcement,France,GIGN Regional CT,websearch_2026_special_ops_ct4
Commando Penfentenyo - Lorient,Public Affairs,penfentenyo@defense.gouv.fr,+33 2 97 12 3500,defense.gouv.fr,1,Military,France,Navy Commando CT,websearch_2026_special_ops_ct4
4e RHFS Pau - Pau,Public Affairs,rhfs4@armees.gouv.fr,+33 5 59 40 3200,defense.gouv.fr,1,Military,France,Army SOF Aviation CT,websearch_2026_special_ops_ct4
SEK Stuttgart - Stuttgart,Public Affairs,sek.stuttgart@polizei.bwl.de,+49 711 540 3100,polizei.bwl.de,2,Law Enforcement,Germany,BW SEK CT,websearch_2026_special_ops_ct4
SEK Dresden - Dresden,Public Affairs,sek.dresden@polizei.sachsen.de,+49 351 483 3100,polizei.sachsen.de,2,Law Enforcement,Germany,Saxony SEK CT,websearch_2026_special_ops_ct4
GSG9 Berlin Annex - Berlin,Public Affairs,gsg9.berlin@bundespolizei.de,+49 30 18652 3200,bundespolizei.de,1,Law Enforcement,Germany,GSG9 Berlin CT,websearch_2026_special_ops_ct4
Seebataillon VBSS - Eckernforde,Public Affairs,seebtl@bundeswehr.org,+49 4356 999 3200,bundeswehr.de,2,Military,Germany,Navy VBSS CT,websearch_2026_special_ops_ct4
9th Moschin Sardinia Det - Cagliari,Public Affairs,moschin.sardegna@esercito.difesa.it,+39 070 603 100,esercito.difesa.it,1,Military,Italy,Moschin Det CT,websearch_2026_special_ops_ct4
GIS Naples - Naples,Public Affairs,gis.napoli@carabinieri.it,+39 081 548 3100,carabinieri.it,1,Law Enforcement,Italy,GIS South CT,websearch_2026_special_ops_ct4
NOCS Milan - Milan,Public Affairs,nocs.milano@poliziadistato.it,+39 02 326 3100,poliziadistato.it,1,Law Enforcement,Italy,NOCS North CT,websearch_2026_special_ops_ct4
6th Operational Support Regiment - Treviso,Public Affairs,sup6@esercito.difesa.it,+39 0422 833 100,esercito.difesa.it,2,Military,Italy,SOF Support CT,websearch_2026_special_ops_ct4
GEO Seville - Seville,Public Affairs,geo.sevilla@policia.es,+34 954 289 100,policia.es,1,Law Enforcement,Spain,GEO South CT,websearch_2026_special_ops_ct4
UEI Barcelona - Barcelona,Public Affairs,uei.barcelona@guardiacivil.es,+34 932 147 100,guardiacivil.es,1,Law Enforcement,Spain,UEI East CT,websearch_2026_special_ops_ct4
GOE III Valencia - Valencia,Public Affairs,goe3@et.mde.es,+34 961 966 100,ejercito.mde.es,1,Military,Spain,GOE Valencia CT,websearch_2026_special_ops_ct4
UOE GNR Porto - Porto,Public Affairs,uoe.porto@gnr.pt,+351 22 508 3100,gnr.pt,2,Law Enforcement,Portugal,GNR Porto CT,websearch_2026_special_ops_ct4
DAE Azores - Ponta Delgada,Public Affairs,dae.azores@marinha.pt,+351 296 304 100,marinha.pt,1,Military,Portugal,DAE Azores CT,websearch_2026_special_ops_ct4
DSI Rotterdam - Rotterdam,Public Affairs,dsi.rotterdam@politie.nl,+31 88 169 3200,politie.nl,1,Law Enforcement,Netherlands,DSI Port CT,websearch_2026_special_ops_ct4
104 Commando Company - Roosendaal,Public Affairs,coy104@mindef.nl,+31 165 693 200,defensie.nl,1,Military,Netherlands,KCT Company CT,websearch_2026_special_ops_ct4
FSK Oslo Detachment - Oslo,Public Affairs,fsk.oslo@mil.no,+47 23 09 3100,forsvaret.no,1,Military,Norway,FSK Oslo CT,websearch_2026_special_ops_ct4
MJK Bergen - Bergen,Public Affairs,mjk.bergen@mil.no,+47 55 50 3100,forsvaret.no,1,Military,Norway,MJK West CT,websearch_2026_special_ops_ct4
SOG Malmen Det - Linkoping,Public Affairs,sog.malmen@mil.se,+46 13 283 100,forsvarsmakten.se,1,Military,Sweden,SOG Air CT,websearch_2026_special_ops_ct4
NI Gothenburg - Gothenburg,Public Affairs,ni.goteborg@polisen.se,+46 31 739 3100,polisen.se,1,Law Enforcement,Sweden,NI West CT,websearch_2026_special_ops_ct4
Jaegerkorpset Fredericia - Fredericia,Public Affairs,jaeger.fredericia@mil.dk,+45 7627 3100,forsvaret.dk,1,Military,Denmark,Jaeger South CT,websearch_2026_special_ops_ct4
Border Guard SOF Helsinki - Helsinki,Public Affairs,sof.raja@raja.fi,+358 295 421 100,raja.fi,2,Military,Finland,Border SOF CT,websearch_2026_special_ops_ct4
Cobra Linz - Linz,Public Affairs,cobra.linz@polizei.gv.at,+43 732 780 3100,polizei.gv.at,1,Law Enforcement,Austria,Cobra Regional CT,websearch_2026_special_ops_ct4
DARD Lausanne - Lausanne,Public Affairs,dard@police.vd.ch,+41 21 644 3100,police.vd.ch,2,Law Enforcement,Switzerland,Vaud DARD CT,websearch_2026_special_ops_ct4
URNA Brno - Brno,Public Affairs,urna.brno@pcr.cz,+420 974 626 100,pcr.cz,1,Law Enforcement,Czech Republic,URNA Moravia CT,websearch_2026_special_ops_ct4
601 SFG Olomouc Det - Olomouc,Public Affairs,sfg.olomouc@army.cz,+420 973 313 200,army.cz,1,Military,Czech Republic,SFG Det CT,websearch_2026_special_ops_ct4
Lynx Kosice - Kosice,Public Affairs,lynx.kosice@minv.sk,+421 55 792 3100,minv.sk,1,Law Enforcement,Slovakia,Lynx East CT,websearch_2026_special_ops_ct4
5th SOF Martin - Martin,Public Affairs,sof5.martin@mil.sk,+421 43 442 3100,mil.sk,1,Military,Slovakia,SOF Central CT,websearch_2026_special_ops_ct4
EST Maribor - Maribor,Public Affairs,est.maribor@policija.si,+386 2 429 3100,policija.si,1,Law Enforcement,Slovenia,EST East CT,websearch_2026_special_ops_ct4
ATJ Split - Split,Public Affairs,atj.split@mup.hr,+385 21 309 3100,mup.hr,1,Law Enforcement,Croatia,ATJ South CT,websearch_2026_special_ops_ct4
SAJ Novi Sad - Novi Sad,Public Affairs,saj.novisad@mup.gov.rs,+381 21 488 3100,mup.gov.rs,1,Law Enforcement,Serbia,SAJ North CT,websearch_2026_special_ops_ct4
SIPA Banja Luka - Banja Luka,Public Affairs,sipa.banjaluka@sipa.gov.ba,+387 51 335 100,sipa.gov.ba,2,Law Enforcement,Bosnia,SIPA North CT,websearch_2026_special_ops_ct4
SAJ Bar - Bar,Public Affairs,saj.bar@policija.me,+382 30 312 100,policija.me,2,Law Enforcement,Montenegro,SAJ Coast CT,websearch_2026_special_ops_ct4
Tigers Bitola - Bitola,Public Affairs,tigers.bitola@moi.gov.mk,+389 47 233 100,moi.gov.mk,1,Law Enforcement,North Macedonia,Tigers South CT,websearch_2026_special_ops_ct4
RENEA Durres - Durres,Public Affairs,renea.durres@policia.al,+355 52 222 100,policia.al,1,Law Enforcement,Albania,RENEA Port CT,websearch_2026_special_ops_ct4
SOBT Plovdiv - Plovdiv,Public Affairs,sobt.plovdiv@mvr.bg,+359 32 632 100,mvr.bg,1,Law Enforcement,Bulgaria,SOBT South CT,websearch_2026_special_ops_ct4
SRI Cluj - Cluj-Napoca,Public Affairs,sri.cluj@sri.ro,+40 264 432 100,sri.ro,1,Law Enforcement,Romania,SRI Transylvania CT,websearch_2026_special_ops_ct4
TEK Szeged - Szeged,Public Affairs,tek.szeged@tek.gov.hu,+36 62 554 100,tek.gov.hu,1,Law Enforcement,Hungary,TEK South CT,websearch_2026_special_ops_ct4
EKAM Thessaloniki - Thessaloniki,Public Affairs,ekam.thess@police.gr,+30 2310 531 100,police.gr,1,Law Enforcement,Greece,EKAM North CT,websearch_2026_special_ops_ct4
GIGN Reunion Saint-Denis - Saint-Denis,Public Affairs,gign.reunion@gendarmerie.interieur.gouv.fr,+262 2 90 3100,gendarmerie.interieur.gouv.fr,2,Law Enforcement,France,GIGN Overseas CT,websearch_2026_special_ops_ct4
BOA Gdansk - Gdansk,Public Affairs,boa.gdansk@policja.pl,+48 58 321 3100,policja.pl,2,Law Enforcement,Poland,BOA North CT,websearch_2026_special_ops_ct4
BOPE Niteroi - Niteroi,Public Affairs,bope.niteroi@pmerj.rj.gov.br,+55 21 3399 3300,pmerj.rj.gov.br,2,Law Enforcement,Brazil,BOPE Metro CT,websearch_2026_special_ops_ct4
CORE Baixada Duque de Caxias - Duque de Caxias,Public Affairs,core.baixada@pcivil.rj.gov.br,+55 21 2334 3200,policiacivil.rj.gov.br,1,Law Enforcement,Brazil,CORE Lowlands CT,websearch_2026_special_ops_ct4
GATE Campinas - Campinas,Public Affairs,gate.campinas@policiamilitar.sp.gov.br,+55 19 3327 3100,policiamilitar.sp.gov.br,1,Law Enforcement,Brazil,GATE Interior CT,websearch_2026_special_ops_ct4
COT Manaus - Manaus,Public Affairs,cot.manaus@dpf.gov.br,+55 92 2107 3100,pf.gov.br,1,Law Enforcement,Brazil,COT Amazon CT,websearch_2026_special_ops_ct4
COMANF Amazon Manaus - Manaus,Public Affairs,comanf.manaus@marinha.mil.br,+55 92 2126 3100,marinha.mil.br,1,Military,Brazil,Riverine Commandos CT,websearch_2026_special_ops_ct4
JUNGLA Cali - Cali,Public Affairs,jungla.cali@policia.gov.co,+57 2 515 3100,policia.gov.co,1,Law Enforcement,Colombia,Jungla Pacific CT,websearch_2026_special_ops_ct4
AFEUR Medellin - Medellin,Public Affairs,afeur.medellin@ejercito.mil.co,+57 4 426 3100,ejercito.mil.co,1,Military,Colombia,AFEUR Antioquia CT,websearch_2026_special_ops_ct4
GOPE Valparaiso - Valparaiso,Public Affairs,gope.valparaiso@carabineros.cl,+56 32 292 3100,carabineros.cl,1,Law Enforcement,Chile,GOPE Coast CT,websearch_2026_special_ops_ct4
Halcon Rosario - Rosario,Public Affairs,halcon.rosario@policia.sf.gov.ar,+54 341 429 3100,policia.sf.gov.ar,1,Law Enforcement,Argentina,Halcon Santa Fe CT,websearch_2026_special_ops_ct4
GEO Canelones - Canelones,Public Affairs,geo.canelones@policia.gub.uy,+598 4332 3100,policia.gub.uy,1,Law Enforcement,Uruguay,GEO Metro CT,websearch_2026_special_ops_ct4
GAFE Chiapas Tuxtla - Tuxtla Gutierrez,Public Affairs,gafe.chiapas@sedena.gob.mx,+52 961 617 3100,gob.mx/sedena,1,Military,Mexico,GAFE South CT,websearch_2026_special_ops_ct4
LRR Mindanao Zamboanga - Zamboanga,Public Affairs,lrr.mindanao@army.mil.ph,+63 62 991 3100,army.mil.ph,1,Military,Philippines,LRR South CT,websearch_2026_special_ops_ct4
NSG Mumbai Hub - Mumbai,Public Affairs,nsg.mumbai@nsg.gov.in,+91 22 2216 3200,nsg.gov.in,1,Law Enforcement,India,NSG West CT,websearch_2026_special_ops_ct4
MARCOS Kochi - Kochi,Public Affairs,marcos.kochi@navy.gov.in,+91 484 250 3100,indiannavy.nic.in,1,Military,India,MARCOS South CT,websearch_2026_special_ops_ct4
SSG Tarbela - Tarbela,Public Affairs,ssg.tarbela@pakarmy.gov.pk,+92 993 831 100,pakistanarmy.gov.pk,1,Military,Pakistan,SSG Indus CT,websearch_2026_special_ops_ct4
707th Busan Det - Busan,Public Affairs,smb707.busan@army.mil.kr,+82 51 758 3100,army.mil.kr,1,Military,South Korea,707th South CT,websearch_2026_special_ops_ct4
SAT Osaka - Osaka,Public Affairs,sat.osaka@npa.go.jp,+81 6 6943 3100,npa.go.jp,1,Law Enforcement,Japan,SAT Kansai CT,websearch_2026_special_ops_ct4
SOG Okinawa - Okinawa,Public Affairs,sog.okinawa@mod.go.jp,+81 98 857 3100,mod.go.jp,1,Military,Japan,SOG Island CT,websearch_2026_special_ops_ct4
SAF Cebu - Cebu,Public Affairs,saf.cebu@pnp.gov.ph,+63 32 414 3100,pnp.gov.ph,1,Law Enforcement,Philippines,SAF Visayas CT,websearch_2026_special_ops_ct4
Kopassus Bandung - Bandung,Public Affairs,kopassus.bandung@tni.mil.id,+62 22 731 3100,tni.mil.id,1,Military,Indonesia,Kopassus West Java CT,websearch_2026_special_ops_ct4
VAT69 Sabah Kota Kinabalu - Kota Kinabalu,Public Affairs,vat69.sabah@rmp.gov.my,+60 88 213 100,rmp.gov.my,1,Law Enforcement,Malaysia,VAT69 Borneo CT,websearch_2026_special_ops_ct4
TAG Canberra - Canberra,Public Affairs,tag.canberra@defence.gov.au,+61 2 6265 3200,defence.gov.au,1,Military,Australia,TAG Capital CT,websearch_2026_special_ops_ct4
NZSAS Auckland - Auckland,Public Affairs,nzsas.auckland@nzdf.mil.nz,+64 9 428 3100,nzdf.mil.nz,1,Military,New Zealand,NZSAS North CT,websearch_2026_special_ops_ct4
Unit 777 Alexandria - Alexandria,Public Affairs,unit777.alex@mod.gov.eg,+20 3 544 3100,mod.gov.eg,1,Military,Egypt,Unit 777 Med CT,websearch_2026_special_ops_ct4
Recce Mombasa - Mombasa,Public Affairs,recce.mombasa@kenyapolice.go.ke,+254 41 222 3100,kenyapolice.go.ke,1,Law Enforcement,Kenya,Recce Coast CT,websearch_2026_special_ops_ct4
SOF Port Harcourt - Port Harcourt,Public Affairs,sof.ph@defence.gov.ng,+234 84 237 3100,defence.gov.ng,1,Military,Nigeria,SOF Delta CT,websearch_2026_special_ops_ct4
71st Aqaba - Aqaba,Public Affairs,ct71.aqaba@jaf.mil.jo,+962 3 201 3100,jaf.mil.jo,1,Military,Jordan,71st South CT,websearch_2026_special_ops_ct4
DSF Muharraq - Muharraq,Public Affairs,dsf.muharraq@interior.gov.bh,+973 17 335 100,interior.gov.bh,1,Law Enforcement,Bahrain,DSF Island CT,websearch_2026_special_ops_ct4
Force One Pune - Pune,Public Affairs,forceone.pune@mahapolice.gov.in,+91 20 2612 3100,mahapolice.gov.in,1,Law Enforcement,India,Force One Deccan CT,websearch_2026_special_ops_ct4
Garud Jammu - Jammu,Public Affairs,garud.jammu@iaf.gov.in,+91 191 257 3100,iaf.gov.in,1,Military,India,Garud North CT,websearch_2026_special_ops_ct4
