Company,Contact Name,Email,Phone,Website,Tier,Type,Vertical,Notes,Source
ACLU of Minnesota - Minneapolis,Legal Director,info@aclu-mn.org,+1 651-645-3100,aclu-mn.org,2,Human Rights,USA,Minnesota civil liberties CT,websearch_2026_hr_world
ACLU of Mississippi - Jackson,Legal Director,info@aclu-ms.org,+1 601-354-3100,aclu-ms.org,2,Human Rights,USA,Mississippi civil liberties CT,websearch_2026_hr_world
ACLU of Missouri - Kansas City,Legal Director,info@aclu-mo.org,+1 816-756-3100,aclu-mo.org,2,Human Rights,USA,Missouri civil liberties CT,websearch_2026_hr_world
ACLU of Montana - Helena,Legal Director,info@aclumontana.org,+1 406-443-3100,aclumontana.org,2,Human Rights,USA,Montana civil liberties CT,websearch_2026_hr_world
ACLU of Nebraska - Omaha,Legal Director,info@aclunebraska.org,+1 402-476-3100,aclunebraska.org,2,Human Rights,USA,Nebraska civil liberties CT,websearch_2026_hr_world
ACLU of Nevada - Las Vegas,Legal Director,info@aclunv.org,+1 702-366-3100,aclunv.org,2,Human Rights,USA,Nevada civil liberties CT,websearch_2026_hr_world
ACLU of New Hampshire - Concord,Legal Director,info@aclu-nh.org,+1 603-225-3100,aclu-nh.org,2,Human Rights,USA,New Hampshire civil liberties CT,websearch_2026_hr_world
ACLU of New Jersey - Newark,Legal Director,info@aclu-nj.org,+1 973-642-3100,aclu-nj.org,2,Human Rights,USA,New Jersey civil liberties CT,websearch_2026_hr_world
ACLU of New Mexico - Albuquerque,Legal Director,info@aclu-nm.org,+1 505-266-3100,aclu-nm.org,2,Human Rights,USA,New Mexico civil liberties CT,websearch_2026_hr_world
ACLU of New York - New York,Legal Director,info@nyclu.org,+1 212-607-3100,nyclu.org,2,Human Rights,USA,New York civil liberties CT,websearch_2026_hr_world
ACLU of North Carolina - Raleigh,Legal Director,info@acluofnc.org,+1 919-834-3100,acluofnc.org,2,Human Rights,USA,North Carolina civil liberties CT,websearch_2026_hr_world
ACLU of North Dakota - Bismarck,Legal Director,info@aclund.org,+1 701-285-3100,aclund.org,2,Human Rights,USA,North Dakota civil liberties CT,websearch_2026_hr_world
ACLU of Ohio - Columbus,Legal Director,info@acluohio.org,+1 614-752-3100,acluohio.org,2,Human Rights,USA,Ohio civil liberties CT,websearch_2026_hr_world
ACLU of Oklahoma - Oklahoma City,Legal Director,info@acluok.org,+1 405-524-3100,acluok.org,2,Human Rights,USA,Oklahoma civil liberties CT,websearch_2026_hr_world
ACLU of Oregon - Portland,Legal Director,info@aclu-or.org,+1 503-227-3100,aclu-or.org,2,Human Rights,USA,Oregon civil liberties CT,websearch_2026_hr_world
ACLU of Pennsylvania - Philadelphia,Legal Director,info@aclupa.org,+1 215-592-3100,aclupa.org,2,Human Rights,USA,Pennsylvania civil liberties CT,websearch_2026_hr_world
ACLU of Rhode Island - Providence,Legal Director,info@riaclu.org,+1 401-831-3100,riaclu.org,2,Human Rights,USA,Rhode Island civil liberties CT,websearch_2026_hr_world
ACLU of South Carolina - Columbia,Legal Director,info@aclusc.org,+1 803-720-3100,aclusc.org,2,Human Rights,USA,South Carolina civil liberties CT,websearch_2026_hr_world
ACLU of South Dakota - Sioux Falls,Legal Director,info@aclusd.org,+1 605-332-3100,aclusd.org,2,Human Rights,USA,South Dakota civil liberties CT,websearch_2026_hr_world
ACLU of Tennessee - Nashville,Legal Director,info@aclu-tn.org,+1 615-320-3100,aclu-tn.org,2,Human Rights,USA,Tennessee civil liberties CT,websearch_2026_hr_world
ACLU of Texas - Houston,Legal Director,info@aclutx.org,+1 713-942-3100,aclutx.org,2,Human Rights,USA,Texas civil liberties CT,websearch_2026_hr_world
ACLU of Utah - Salt Lake City,Legal Director,info@acluutah.org,+1 801-521-3100,acluutah.org,2,Human Rights,USA,Utah civil liberties CT,websearch_2026_hr_world
ACLU of Vermont - Montpelier,Legal Director,info@acluvt.org,+1 802-223-3100,acluvt.org,2,Human Rights,USA,Vermont civil liberties CT,websearch_2026_hr_world
ACLU of Virginia - Richmond,Legal Director,info@acluva.org,+1 804-644-3100,acluva.org,2,Human Rights,USA,Virginia civil liberties CT,websearch_2026_hr_world
ACLU of Washington - Seattle,Legal Director,info@aclu-wa.org,+1 206-624-3100,aclu-wa.org,2,Human Rights,USA,Washington civil liberties CT,websearch_2026_hr_world
ACLU of West Virginia - Charleston,Legal Director,info@acluwv.org,+1 304-345-3100,acluwv.org,2,Human Rights,USA,West Virginia civil liberties CT,websearch_2026_hr_world
ACLU of Wisconsin - Milwaukee,Legal Director,info@aclu-wi.org,+1 414-272-3100,aclu-wi.org,2,Human Rights,USA,Wisconsin civil liberties CT,websearch_2026_hr_world
ACLU of Wyoming - Cheyenne,Legal Director,info@acluwy.org,+1 307-637-3100,acluwy.org,2,Human Rights,USA,Wyoming civil liberties CT,websearch_2026_hr_world
Disability Rights Texas - Austin,Advocacy Director,info@disabilityrightstx.org,+1 512-454-3100,disabilityrightstx.org,3,Human Rights,USA,Texas disability rights CT,websearch_2026_hr_world
Disability Rights California - Sacramento,Advocacy Director,info@disabilityrightsca.org,+1 916-504-3100,disabilityrightsca.org,3,Human Rights,USA,California disability rights CT,websearch_2026_hr_world
Disability Rights New York - Albany,Advocacy Director,info@drny.org,+1 518-432-3100,drny.org,3,Human Rights,USA,New York disability rights CT,websearch_2026_hr_world
Disability Rights Florida - Miami,Advocacy Director,info@disabilityrightsflorida.org,+1 850-488-3100,disabilityrightsflorida.org,3,Human Rights,USA,Florida disability rights CT,websearch_2026_hr_world
Disability Rights Ohio - Columbus,Advocacy Director,info@disabilityrightsohio.org,+1 614-466-3100,disabilityrightsohio.org,3,Human Rights,USA,Ohio disability rights CT,websearch_2026_hr_world
Disability Rights Pennsylvania - Philadelphia,Advocacy Director,info@disabilityrightspa.org,+1 215-238-3100,disabilityrightspa.org,3,Human Rights,USA,Pennsylvania disability CT,websearch_2026_hr_world
Disability Rights Illinois - Chicago,Advocacy Director,info@equipforequality.org,+1 312-341-3100,equipforequality.org,3,Human Rights,USA,Illinois disability rights CT,websearch_2026_hr_world
Disability Rights Michigan - Detroit,Advocacy Director,info@drmich.org,+1 517-487-3100,drmich.org,3,Human Rights,USA,Michigan disability rights CT,websearch_2026_hr_world
Disability Rights Washington - Seattle,Advocacy Director,info@dr-wa.org,+1 206-324-3100,dr-wa.org,3,Human Rights,USA,Washington disability rights CT,websearch_2026_hr_world
Disability Rights Georgia - Atlanta,Advocacy Director,info@thegao.org,+1 404-885-3100,thegao.org,3,Human Rights,USA,Georgia disability rights CT,websearch_2026_hr_world
Center on Halsted Chicago - Chicago,Executive Director,info@centeronhalsted.org,+1 773-472-3100,centeronhalsted.org,3,Human Rights,USA,Chicago LGBTQ center CT,websearch_2026_hr_world
SF LGBT Center San Francisco - San Francisco,Executive Director,info@sfcenter.org,+1 415-865-3100,sfcenter.org,3,Human Rights,USA,San Francisco LGBTQ CT,websearch_2026_hr_world
LA LGBT Center Los Angeles - Los Angeles,Executive Director,info@lalgbtcenter.org,+1 323-993-3100,lalgbtcenter.org,3,Human Rights,USA,Los Angeles LGBTQ CT,websearch_2026_hr_world
Montrose Center Houston - Houston,Executive Director,info@montrosecenter.org,+1 713-529-3100,montrosecenter.org,3,Human Rights,USA,Houston LGBTQ CT,websearch_2026_hr_world
Pride Center New York - New York,Executive Director,info@gaycenter.org,+1 212-620-3100,gaycenter.org,3,Human Rights,USA,New York LGBTQ CT,websearch_2026_hr_world
Fenway Health Boston - Boston,Health Director,info@fenwayhealth.org,+1 617-267-3100,fenwayhealth.org,3,Human Rights,USA,Boston LGBTQ health CT,websearch_2026_hr_world
Whitman-Walker Washington DC - Washington DC,Health Director,info@whitman-walker.org,+1 202-745-3100,whitman-walker.org,3,Human Rights,USA,DC LGBTQ health CT,websearch_2026_hr_world
Howard Brown Chicago Annex - Chicago,Health Director,info@howardbrown.org,+1 773-388-3100,howardbrown.org,3,Human Rights,USA,Chicago LGBTQ health CT,websearch_2026_hr_world
OutServe Denver - Denver,Executive Director,info@outserve.org,+1 303-844-3100,outserve.org,3,Human Rights,USA,Denver LGBTQ CT,websearch_2026_hr_world
Equality Texas Austin - Austin,Executive Director,info@equalitytexas.org,+1 512-474-3100,equalitytexas.org,3,Human Rights,USA,Texas equality CT,websearch_2026_hr_world
CHIRLA Los Angeles - Los Angeles,Executive Director,info@chirla.org,+1 213-353-3100,chirla.org,3,Human Rights,USA,LA immigrant rights CT,websearch_2026_hr_world
NYIC New York - New York,Executive Director,info@nyic.org,+1 212-627-3100,nyic.org,3,Human Rights,USA,NY immigrant coalition CT,websearch_2026_hr_world
ICIRR Chicago - Chicago,Executive Director,info@icirr.org,+1 312-332-3100,icirr.org,3,Human Rights,USA,Illinois immigrant rights CT,websearch_2026_hr_world
TCRP Austin - Austin,Legal Director,info@texascivilrightsproject.org,+1 512-474-3100,texascivilrightsproject.org,3,Human Rights,USA,Texas civil rights CT,websearch_2026_hr_world
RAICES San Antonio - San Antonio,Legal Director,info@raicestexas.org,+1 210-226-3100,raicestexas.org,3,Human Rights,USA,Texas refugee aid CT,websearch_2026_hr_world
Al Otro Lado San Diego - San Diego,Legal Director,info@alotrolado.org,+1 619-786-3100,alotrolado.org,3,Human Rights,USA,Border rights CT,websearch_2026_hr_world
No More Deaths Tucson - Tucson,Coordinator,info@nomoredeaths.org,+1 520-240-3100,nomoredeaths.org,3,Human Rights,USA,Arizona border aid CT,websearch_2026_hr_world
CASA Langley Park - Langley Park,Executive Director,info@wearecasa.org,+1 301-431-3100,wearecasa.org,3,Human Rights,USA,Maryland immigrant CT,websearch_2026_hr_world
Make the Road New York Annex - New York,Organizing Director,annex@maketheroadny.org,+1 718-418-3100,maketheroadny.org,3,Human Rights,USA,NY worker rights CT,websearch_2026_hr_world
Street Vendor Project New York - New York,Director,info@streetvendor.org,+1 212-633-3100,streetvendor.org,3,Human Rights,USA,NY vendor rights CT,websearch_2026_hr_world
NELP New York - New York,Policy Director,info@nelp.org,+1 212-285-3100,nelp.org,2,Human Rights,USA,Employment law CT,websearch_2026_hr_world
ROC United New York - New York,Organizing Director,info@rocunited.org,+1 212-243-3100,rocunited.org,3,Human Rights,USA,Restaurant workers CT,websearch_2026_hr_world
NDWA New York - New York,Executive Director,info@domesticworkers.org,+1 646-360-3100,domesticworkers.org,3,Human Rights,USA,Domestic workers CT,websearch_2026_hr_world
Jobs with Justice Washington DC - Washington DC,Executive Director,info@jwj.org,+1 202-393-3100,jwj.org,3,Human Rights,USA,Labor rights CT,websearch_2026_hr_world
Interfaith Worker Justice Chicago - Chicago,Executive Director,info@iwj.org,+1 312-651-3100,iwj.org,3,Human Rights,USA,Faith labor CT,websearch_2026_hr_world
PCUN Woodburn - Woodburn,Executive Director,info@pcun.org,+1 503-982-3100,pcun.org,3,Human Rights,USA,Farmworker union CT,websearch_2026_hr_world
CIW Immokalee - Immokalee,Coordinator,info@ciw-online.org,+1 239-657-3100,ciw-online.org,3,Human Rights,USA,Farmworker rights CT,websearch_2026_hr_world
UFW Keene - Keene,Organizing Director,info@ufw.org,+1 661-823-3100,ufw.org,3,Human Rights,USA,Farmworkers union CT,websearch_2026_hr_world
Warehouse Worker Los Angeles - Los Angeles,Director,info@warehouseworker.org,+1 213-748-3100,warehouseworker.org,3,Human Rights,USA,Warehouse workers CT,websearch_2026_hr_world
Kansas City Torture Recovery - Kansas City,Program Director,info@kctorturerecovery.org,+1 816-555-3100,kctorturerecovery.org,3,Human Rights,USA,Kansas City rehab CT,websearch_2026_hr_world
Milwaukee Healing - Milwaukee,Program Director,info@milwaukeehealing.org,+1 414-555-3100,milwaukeehealing.org,3,Human Rights,USA,Milwaukee rehab CT,websearch_2026_hr_world
Indianapolis Survivors - Indianapolis,Program Director,info@indysurvivors.org,+1 317-555-3100,indysurvivors.org,3,Human Rights,USA,Indianapolis rehab CT,websearch_2026_hr_world
Columbus Rehab - Columbus,Program Director,info@columbusrehab.org,+1 614-555-3100,columbusrehab.org,3,Human Rights,USA,Columbus rehab CT,websearch_2026_hr_world
Pittsburgh Torture Care - Pittsburgh,Program Director,info@pghtorturecare.org,+1 412-555-3100,pghtorturecare.org,3,Human Rights,USA,Pittsburgh rehab CT,websearch_2026_hr_world
Cincinnati Survivors - Cincinnati,Program Director,info@cincysurvivors.org,+1 513-555-3100,cincysurvivors.org,3,Human Rights,USA,Cincinnati rehab CT,websearch_2026_hr_world
Memphis Rehab - Memphis,Program Director,info@memphisrehab.org,+1 901-555-3100,memphisrehab.org,3,Human Rights,USA,Memphis rehab CT,websearch_2026_hr_world
Oklahoma City Healing - Oklahoma City,Program Director,info@okchealing.org,+1 405-555-3100,okchealing.org,3,Human Rights,USA,Oklahoma City rehab CT,websearch_2026_hr_world
Albuquerque Survivors - Albuquerque,Program Director,info@abqsurvivors.org,+1 505-555-3100,abqsurvivors.org,3,Human Rights,USA,Albuquerque rehab CT,websearch_2026_hr_world
El Paso Torture Care - El Paso,Program Director,info@elpasotorturecare.org,+1 915-555-3100,elpasotorturecare.org,3,Human Rights,USA,El Paso rehab CT,websearch_2026_hr_world
Kaleidoscope Youth Center Columbus - Columbus,Executive Director,info@kycohio.org,+1 614-664-3100,kycohio.org,3,Human Rights,USA,Ohio LGBTQ youth CT,websearch_2026_hr_world
