Company,Contact Name,Email,Phone,Website,Tier,Type,Vertical,Notes,Source
ALQST London - London,Director,info@alqst.org,+44 20 782 3200,alqst.org,2,Human Rights,UK,Saudi HR exile CT,websearch_2026_hr_world
GCHR Beirut - Beirut,Director,info@gc4hr.org,+961 1 426 3700,gc4hr.org,2,Human Rights,Lebanon,Gulf HR centre CT,websearch_2026_hr_world
NHRC Doha - Doha,Chair,info@nhrc-qa.org,+974 44 649 300,nhrc-qa.org,1,Human Rights,Qatar,National HR committee CT,websearch_2026_hr_world
BIRD London - London,Director,info@birdbh.org,+44 20 782 3300,birdbh.org,2,Human Rights,UK,Bahrain rights CT,websearch_2026_hr_world
Kuwait HR Society Jahra - Jahra,President,info@kuwaithr.org,+965 2245 3400,kuwaithr.org,2,Human Rights,Kuwait,Kuwait HR society CT,websearch_2026_hr_world
Omani HR Monitor Muscat - Muscat,Coordinator,info@omanihr.org,+968 24 798 300,omanihr.org,3,Human Rights,Oman,Oman monitor CT,websearch_2026_hr_world
Mwatana Sanaa - Sanaa,Director,info@mwatana.org,+967 1 332 3300,mwatana.org,2,Human Rights,Yemen,Mwatana org CT,websearch_2026_hr_world
Iraqi HR Alliance Baghdad - Baghdad,Coordinator,info@iraqihr.org,+964 1 543 3500,iraqihr.org,2,Human Rights,Iraq,HR alliance CT,websearch_2026_hr_world
SNHR Doha - Doha,Director,info@sn4hr.org,+974 44 649 400,sn4hr.org,2,Human Rights,Qatar,Syrian network CT,websearch_2026_hr_world
ALEF Beirut - Beirut,Director,info@alefliban.org,+961 1 426 3800,alefliban.org,2,Human Rights,Lebanon,Act for HR CT,websearch_2026_hr_world
Al-Haq Ramallah - Ramallah,Director,info@alhaq.org,+970 2 295 3400,alhaq.org,2,Human Rights,Palestine,Al-Haq law CT,websearch_2026_hr_world
BTselem Jerusalem - Jerusalem,Director,info@btselem.org,+972 2 673 3100,btselem.org,2,Human Rights,Israel,Occupied territories CT,websearch_2026_hr_world
Adalah Haifa - Haifa,Director,info@adalah.org,+972 4 864 3300,adalah.org,2,Human Rights,Israel,Arab minority CT,websearch_2026_hr_world
PCATI Jerusalem - Jerusalem,Director,info@stoptorture.org.il,+972 2 673 3200,stoptorture.org.il,2,Human Rights,Israel,Anti-torture committee CT,websearch_2026_hr_world
Amman Center HR - Amman,Director,info@ammanhr.org,+962 6 500 3500,ammanhr.org,2,Human Rights,Jordan,Amman HR centre CT,websearch_2026_hr_world
INSEC Kathmandu - Kathmandu,Director,info@insec.org.np,+977 1 443 3200,insec.org.np,2,Human Rights,Nepal,Informal sector CT,websearch_2026_hr_world
Advocacy Forum Kathmandu - Kathmandu,Director,info@advocacyforum.org,+977 1 443 3300,advocacyforum.org,2,Human Rights,Nepal,Forum lawyers CT,websearch_2026_hr_world
ASK Dhaka - Dhaka,Director,info@askbd.org,+880 2 911 3200,askbd.org,2,Human Rights,Bangladesh,Ain o Salish CT,websearch_2026_hr_world
CPA Colombo - Colombo,Director,info@cpalanka.org,+94 11 250 3200,cpalanka.org,2,Human Rights,Sri Lanka,Policy alternatives CT,websearch_2026_hr_world
MDN Male - Male,Coordinator,info@mdn.org.mv,+960 332 3400,mdn.org.mv,3,Human Rights,Maldives,Maldivian network CT,websearch_2026_hr_world
AAPP Mae Sot - Mae Sot,Coordinator,info@aappb.org,+66 55 542 3100,aappb.org,2,Human Rights,Thailand,Burma prisoners CT,websearch_2026_hr_world
TLHR Bangkok - Bangkok,Director,info@tlhr.or.th,+66 2 713 3200,tlhr.or.th,2,Human Rights,Thailand,Thai lawyers CT,websearch_2026_hr_world
CrCF Bangkok - Bangkok,Coordinator,info@crcf.or.th,+66 2 713 3300,crcf.or.th,3,Human Rights,Thailand,Cross cultural CT,websearch_2026_hr_world
SUARAM KL - Kuala Lumpur,Coordinator,info@suaraam.org.my,+60 3 777 3200,suaraam.org.my,2,Human Rights,Malaysia,Suara rakyat CT,websearch_2026_hr_world
HOME Singapore - Singapore,Director,info@home.org.sg,+65 6334 3200,home.org.sg,3,Human Rights,Singapore,Migrant org CT,websearch_2026_hr_world
ELSAM Jakarta - Jakarta,Director,info@elsam.or.id,+62 21 797 3200,elsam.or.id,2,Human Rights,Indonesia,Policy studies CT,websearch_2026_hr_world
KontraS Jakarta - Jakarta,Coordinator,info@kontras.org,+62 21 797 3300,kontras.org,2,Human Rights,Indonesia,Disappeared victims CT,websearch_2026_hr_world
KARAPATAN Manila - Manila,Secretary General,info@karapatan.org,+63 2 874 3200,karapatan.org,2,Human Rights,Philippines,Rights alliance CT,websearch_2026_hr_world
PAHRA Manila - Manila,Chair,info@pahra.org,+63 2 874 3300,pahra.org,2,Human Rights,Philippines,HR advocates CT,websearch_2026_hr_world
Legal Initiatives Hanoi - Hanoi,Director,info@legalinitiatives.vn,+84 24 3942 3500,legalinitiatives.vn,2,Human Rights,Vietnam,Legal reform CT,websearch_2026_hr_world
Covenants Watch Taipei - Taipei,Coordinator,info@covenantswatch.org.tw,+886 2 8789 3300,covenantswatch.org.tw,2,Human Rights,Taiwan,Covenants watch CT,websearch_2026_hr_world
MINBYUN Seoul - Seoul,President,info@minbyun.org,+82 2 541 3200,minbyun.org,2,Human Rights,South Korea,Lawyers democracy CT,websearch_2026_hr_world
HRN Tokyo - Tokyo,Director,info@hrn.or.jp,+81 3 3580 3300,hrn.or.jp,2,Human Rights,Japan,HR Now CT,websearch_2026_hr_world
CHRD Ulaanbaatar - Ulaanbaatar,Director,info@chrd.mn,+976 11 322 500,chrd.mn,2,Human Rights,Mongolia,Centre HR development CT,websearch_2026_hr_world
CHRL Hong Kong - Hong Kong,Coordinator,info@chrl.hk,+852 2693 3200,chrl.hk,3,Human Rights,Hong Kong,Labour rights CT,websearch_2026_hr_world
Beijing Yirenping Center - Beijing,Director,info@yirenping.org,+86 10 8519 3200,yirenping.org,3,Human Rights,China,Anti-discrimination CT,websearch_2026_hr_world
HRLC Melbourne - Melbourne,Director,info@hrlc.org.au,+61 3 8636 3100,hrlc.org.au,2,Human Rights,Australia,HR law centre CT,websearch_2026_hr_world
Refugee Council Sydney - Sydney,Director,info@refugeecouncil.org.au,+61 2 9211 3100,refugeecouncil.org.au,2,Human Rights,Australia,Refugee council CT,websearch_2026_hr_world
Aotearoa Legal Auckland - Auckland,Director,info@aotearoalegal.nz,+64 9 303 3100,aotearoalegal.nz,2,Human Rights,New Zealand,Community law CT,websearch_2026_hr_world
Fiji HR Coalition Suva - Suva,Coordinator,info@fijihr.org.fj,+679 322 3303,fijihr.org.fj,3,Human Rights,Fiji,HR coalition CT,websearch_2026_hr_world
CELCOR Port Moresby - Port Moresby,Director,info@celcor.org.pg,+675 327 3500,celcor.org.pg,2,Human Rights,Papua New Guinea,Environmental law CT,websearch_2026_hr_world
PUCL Delhi - Delhi,President,info@pucl.org,+91 11 2685 3200,pucl.org,2,Human Rights,India,Civil liberties union CT,websearch_2026_hr_world
HRLN Delhi - Delhi,Director,info@hrln.org,+91 11 2435 3100,hrln.org,2,Human Rights,India,HR law network CT,websearch_2026_hr_world
AGHS Lahore - Lahore,Director,info@aghs.org.pk,+92 42 3583 3200,aghs.org.pk,2,Human Rights,Pakistan,Legal aid society CT,websearch_2026_hr_world
ProtectDefendersEU Brussels - Brussels,Coordinator,info@protectdefenders.eu,+32 2 609 3400,protectdefenders.eu,2,Human Rights,Belgium,Defenders mechanism CT,websearch_2026_hr_world
Martin Ennals Geneva - Geneva,Coordinator,info@martinennalsaward.org,+41 22 809 3500,martinennalsaward.org,2,Human Rights,Switzerland,Defenders award CT,websearch_2026_hr_world
CIVICUS Youth Johannesburg Annex - Johannesburg,Youth Coordinator,youth@civicus.org,+27 11 833 3200,civicus.org,3,Human Rights,South Africa,CIVICUS youth CT,websearch_2026_hr_world
HURISA Johannesburg - Johannesburg,Director,info@hurisa.org.za,+27 11 333 3100,hurisa.org.za,2,Human Rights,South Africa,HR institute CT,websearch_2026_hr_world
LHR Johannesburg - Johannesburg,Director,info@lhr.org.za,+27 11 339 3100,lhr.org.za,2,Human Rights,South Africa,Lawyers HR CT,websearch_2026_hr_world
SERI Johannesburg - Johannesburg,Director,info@seri-sa.org,+27 11 356 3100,seri-sa.org,2,Human Rights,South Africa,Socio-economic CT,websearch_2026_hr_world
CALS Johannesburg - Johannesburg,Director,info@cals.org.za,+27 11 717 3100,cals.org.za,2,Human Rights,South Africa,Applied legal CT,websearch_2026_hr_world
WLC Johannesburg - Johannesburg,Director,info@wlce.co.za,+27 11 339 3200,wlce.co.za,3,Human Rights,South Africa,Women legal CT,websearch_2026_hr_world
Sonke Cape Town - Cape Town,Director,info@genderjustice.org.za,+27 21 423 3100,genderjustice.org.za,3,Human Rights,South Africa,Gender justice CT,websearch_2026_hr_world
Scalabrini Cape Town - Cape Town,Director,info@scalabrini.org.za,+27 21 465 3100,scalabrini.org.za,3,Human Rights,South Africa,Migrant centre CT,websearch_2026_hr_world
LRC Cape Town - Cape Town,Director,info@lrc.org.za,+27 21 423 3200,lrc.org.za,2,Human Rights,South Africa,Legal resources CT,websearch_2026_hr_world
ProBono Johannesburg - Johannesburg,Director,info@probono.org.za,+27 11 339 3300,probono.org.za,2,Human Rights,South Africa,Pro bono CT,websearch_2026_hr_world
HRDI Lagos - Lagos,Director,info@hrdi.org.ng,+234 1 261 3600,hrdi.org.ng,2,Human Rights,Nigeria,HR development CT,websearch_2026_hr_world
SERAP Lagos - Lagos,Director,info@serap-nigeria.org,+234 1 261 3700,serap-nigeria.org,2,Human Rights,Nigeria,Accountability project CT,websearch_2026_hr_world
EiE Lagos - Lagos,Director,info@eienigeria.org,+234 1 261 3800,eienigeria.org,3,Human Rights,Nigeria,Enough is Enough CT,websearch_2026_hr_world
S4C Lagos - Lagos,Coordinator,info@spaces4change.org,+234 1 261 3900,spaces4change.org,3,Human Rights,Nigeria,Youth civic CT,websearch_2026_hr_world
KDI Abuja - Abuja,Director,info@kdi.org.ng,+234 9 461 3600,kdi.org.ng,2,Human Rights,Nigeria,Democratization CT,websearch_2026_hr_world
YIAGA Abuja - Abuja,Director,info@yiaga.org,+234 9 461 3700,yiaga.org,3,Human Rights,Nigeria,Youth initiative CT,websearch_2026_hr_world
CHRI Accra - Accra,Coordinator,info@chriafrica.org,+233 302 718 900,chriafrica.org,2,Human Rights,Ghana,Commonwealth HR CT,websearch_2026_hr_world
POS Foundation Accra - Accra,Director,info@posfoundation.org,+233 302 719 100,posfoundation.org,3,Human Rights,Ghana,Legal aid CT,websearch_2026_hr_world
ISODEC Accra - Accra,Director,info@isodec.org,+233 302 719 200,isodec.org,2,Human Rights,Ghana,Development centre CT,websearch_2026_hr_world
SEND Ghana Tamale - Tamale,Director,info@sendwestafrica.org,+233 372 010 100,sendwestafrica.org,3,Human Rights,Ghana,Social enterprise CT,websearch_2026_hr_world
HRAC Accra - Accra,Director,info@hracgh.org,+233 302 719 300,hracgh.org,3,Human Rights,Ghana,HR advocacy CT,websearch_2026_hr_world
CDD-Ghana Accra - Accra,Director,info@cddgh.org,+233 302 719 400,cddgh.org,2,Human Rights,Ghana,Democratic dev CT,websearch_2026_hr_world
IMANI Accra - Accra,Director,info@imanighana.org,+233 302 719 500,imanighana.org,2,Human Rights,Ghana,Policy think CT,websearch_2026_hr_world
GII Accra - Accra,Director,info@tighana.org,+233 302 719 600,tighana.org,2,Human Rights,Ghana,Integrity initiative CT,websearch_2026_hr_world
FOSDA Accra - Accra,Coordinator,info@fosda.org,+233 302 719 700,fosda.org,3,Human Rights,Ghana,Security dialogue CT,websearch_2026_hr_world
WILDAF Accra - Accra,Coordinator,info@wildaf.org,+233 302 719 800,wildaf.org,3,Human Rights,Ghana,Women law dev CT,websearch_2026_hr_world
NETRIGHT Accra - Accra,Coordinator,info@netrightgh.org,+233 302 719 900,netrightgh.org,3,Human Rights,Ghana,Women rights CT,websearch_2026_hr_world
Media Foundation Accra - Accra,Executive Director,info@mfwa.org,+233 302 719 110,mfwa.org,2,Human Rights,Ghana,Media freedom CT,websearch_2026_hr_world
PenPlusBytes Accra - Accra,Executive Director,info@penplusbytes.org,+233 302 719 120,penplusbytes.org,2,Human Rights,Ghana,Tech journalism CT,websearch_2026_hr_world
NOPRIN Lagos - Lagos,Coordinator,info@noprin.org,+234 1 261 4000,noprin.org,2,Human Rights,Nigeria,Police reform CT,websearch_2026_hr_world
