Company,Contact Name,Email,Phone,Website,Tier,Type,Vertical,Notes,Source
EDF Brussels - Brussels,Director,info@edf-feph.org,+32 2 282 3100,edf-feph.org,2,Human Rights,Belgium,Disability forum CT,websearch_2026_hr_world
Mental Health Europe Brussels - Brussels,Director,info@mhe-sme.org,+32 2 893 3100,mhe-sme.org,3,Human Rights,Belgium,Mental health CT,websearch_2026_hr_world
Eurochild Brussels - Brussels,Director,info@eurochild.org,+32 2 511 3100,eurochild.org,3,Human Rights,Belgium,Children rights CT,websearch_2026_hr_world
ECPAT Netherlands Amsterdam - Amsterdam,Director,info@ecpat.nl,+31 20 627 3100,ecpat.nl,3,Human Rights,Netherlands,Child exploitation CT,websearch_2026_hr_world
Terre des Hommes Lausanne - Lausanne,Director,info@tdh.ch,+41 58 611 3100,tdh.ch,3,Human Rights,Switzerland,Child relief CT,websearch_2026_hr_world
Defence for Children Amsterdam - Amsterdam,Director,info@defenceforchildren.nl,+31 20 626 3100,defenceforchildren.nl,3,Human Rights,Netherlands,Children defence CT,websearch_2026_hr_world
Child Rights Connect Geneva - Geneva,Director,info@childrightsconnect.org,+41 22 740 3100,childrightsconnect.org,2,Human Rights,Switzerland,Child rights CT,websearch_2026_hr_world
Norwegian Helsinki Committee Oslo - Oslo,Secretary General,info@nhc.no,+47 22 47 3100,nhc.no,2,Human Rights,Norway,Helsinki committee CT,websearch_2026_hr_world
Hemayat Vienna - Vienna,Coordinator,info@hemayat.org,+43 1 310 3100,hemayat.org,3,Human Rights,Austria,Torture victims CT,websearch_2026_hr_world
Refugio Munich - Munich,Coordinator,info@refugio-muenchen.de,+49 89 982 3100,refugio-muenchen.de,3,Human Rights,Germany,Refugee rehab CT,websearch_2026_hr_world
Xenion Berlin - Berlin,Coordinator,info@xenion.org,+49 30 323 3100,xenion.org,3,Human Rights,Germany,Trauma rehab CT,websearch_2026_hr_world
PSZ Dusseldorf - Dusseldorf,Coordinator,info@psz-duesseldorf.de,+49 211 544 3100,psz-duesseldorf.de,3,Human Rights,Germany,Psychosocial centre CT,websearch_2026_hr_world
FATRA Frankfurt - Frankfurt,Coordinator,info@fatra-ev.de,+49 69 921 3100,fatra-ev.de,3,Human Rights,Germany,Torture rehab CT,websearch_2026_hr_world
NTFN Hannover - Hannover,Coordinator,info@ntfn.de,+49 511 856 3100,ntfn.de,3,Human Rights,Germany,Trauma network CT,websearch_2026_hr_world
Primo Levi Paris - Paris,Director,info@primolevi.org,+33 1 43 14 3100,primolevi.org,3,Human Rights,France,Torture victims CT,websearch_2026_hr_world
Comede Paris - Paris,Director,info@comede.org,+33 1 45 21 3100,comede.org,3,Human Rights,France,Exile health CT,websearch_2026_hr_world
Centre Minkowska Paris - Paris,Director,info@minkowska.com,+33 1 49 33 3100,minkowska.com,3,Human Rights,France,Minkowska centre CT,websearch_2026_hr_world
FTDA Paris - Paris,Director,info@france-terre-asile.org,+33 1 53 04 3100,france-terre-asile.org,3,Human Rights,France,Asylum land CT,websearch_2026_hr_world
Helen Bamber London - London,Director,info@helenbamber.org,+44 20 305 3100,helenbamber.org,3,Human Rights,UK,Trauma foundation CT,websearch_2026_hr_world
Room to Heal London - London,Coordinator,info@roomtoheal.org,+44 20 740 3100,roomtoheal.org,3,Human Rights,UK,Healing community CT,websearch_2026_hr_world
Solace London - London,Coordinator,info@solace.org.uk,+44 20 760 3100,solace.org.uk,3,Human Rights,UK,Asylum support CT,websearch_2026_hr_world
Oasis Copenhagen - Copenhagen,Coordinator,info@oasis-rehab.dk,+45 33 54 3100,oasis-rehab.dk,3,Human Rights,Denmark,Trauma rehab CT,websearch_2026_hr_world
Danish Red Cross Asylum Copenhagen - Copenhagen,Coordinator,info@rodekors.dk,+45 33 54 3200,rodekors.dk,3,Human Rights,Denmark,Red Cross asylum CT,websearch_2026_hr_world
Ersta Stockholm Rehab - Stockholm,Coordinator,info@ersta.se,+46 8 714 3100,ersta.se,3,Human Rights,Sweden,Ersta rehab CT,websearch_2026_hr_world
NKVTS Oslo - Oslo,Research Director,info@nkvts.no,+47 22 59 3100,nkvts.no,2,Human Rights,Norway,Violence trauma CT,websearch_2026_hr_world
Diaconia Helsinki Rehab - Helsinki,Coordinator,info@diaconia.fi,+358 9 540 3200,diaconia.fi,3,Human Rights,Finland,Diaconia rehab CT,websearch_2026_hr_world
SPIRASI Dublin - Dublin,Director,info@spirasi.ie,+353 1 838 3100,spirasi.ie,3,Human Rights,Ireland,Torture rehab CT,websearch_2026_hr_world
ARQ Amsterdam - Amsterdam,Director,info@arq.org,+31 20 660 3100,arq.org,2,Human Rights,Netherlands,War trauma CT,websearch_2026_hr_world
Pharos Utrecht - Utrecht,Director,info@pharos.nl,+31 30 234 3100,pharos.nl,3,Human Rights,Netherlands,Refugee health CT,websearch_2026_hr_world
Ulysse Brussels - Brussels,Coordinator,info@ulyssemed.be,+32 2 541 3100,ulyssemed.be,3,Human Rights,Belgium,Medical rehab CT,websearch_2026_hr_world
Solentra Ghent - Ghent,Coordinator,info@solentra.be,+32 9 234 3100,solentra.be,3,Human Rights,Belgium,Trauma Ghent CT,websearch_2026_hr_world
Appartenances Lausanne - Lausanne,Director,info@appartenances.ch,+41 21 341 3100,appartenances.ch,3,Human Rights,Switzerland,Migration health CT,websearch_2026_hr_world
Pluriels Geneva - Geneva,Coordinator,info@pluriels.ch,+41 22 328 3100,pluriels.ch,3,Human Rights,Switzerland,Pluriels Geneva CT,websearch_2026_hr_world
SIRA Madrid - Madrid,Director,info@siraius.org,+34 91 548 3100,siraius.org,3,Human Rights,Spain,Rehab Madrid CT,websearch_2026_hr_world
Medicos del Mundo Madrid Torture - Madrid,Coordinator,info@medicosdelmundo.org,+34 91 543 3100,medicosdelmundo.org,3,Human Rights,Spain,Doctors world CT,websearch_2026_hr_world
MEDU Rome - Rome,Director,info@mediciperidirittiumani.org,+39 06 978 3100,mediciperidirittiumani.org,3,Human Rights,Italy,Doctors rights CT,websearch_2026_hr_world
Naga Milan - Milan,Coordinator,info@naga.it,+39 02 581 3100,naga.it,3,Human Rights,Italy,Naga Milan CT,websearch_2026_hr_world
CPR Lisbon Torture - Lisbon,Coordinator,info@cpr.pt,+351 21 314 3100,cpr.pt,3,Human Rights,Portugal,Refugee council CT,websearch_2026_hr_world
Babel Athens - Athens,Coordinator,info@babeldc.gr,+30 210 861 3100,babeldc.gr,3,Human Rights,Greece,Babel day centre CT,websearch_2026_hr_world
ARSIS Thessaloniki - Thessaloniki,Coordinator,info@arsis.gr,+30 2310 531 200,arsis.gr,3,Human Rights,Greece,Youth support CT,websearch_2026_hr_world
Ocalenie Warsaw - Warsaw,Coordinator,info@ocalenie.org.pl,+48 22 710 3100,ocalenie.org.pl,3,Human Rights,Poland,Salvation foundation CT,websearch_2026_hr_world
InBaze Prague - Prague,Coordinator,info@inbaze.cz,+420 730 550 200,inbaze.cz,3,Human Rights,Czech Republic,Berkat support CT,websearch_2026_hr_world
Marginal Bratislava - Bratislava,Coordinator,info@marginal.sk,+421 2 449 3200,marginal.sk,3,Human Rights,Slovakia,Marginal initiative CT,websearch_2026_hr_world
Menedek Budapest - Budapest,Director,info@menedek.hu,+36 1 322 3200,menedek.hu,3,Human Rights,Hungary,Shelter assoc CT,websearch_2026_hr_world
JRS Romania Bucharest - Bucharest,Director,info@jrsromania.org,+40 21 321 3200,jrsromania.org,3,Human Rights,Romania,Jesuit refugees CT,websearch_2026_hr_world
Mission Wings Sofia - Sofia,Coordinator,info@missionwings.bg,+359 2 983 3200,missionwings.bg,3,Human Rights,Bulgaria,Flight mission CT,websearch_2026_hr_world
