Company,Contact Name,Email,Phone,Website,Tier,Type,Vertical,Notes,Source
Tenaganita KL Torture Support - Kuala Lumpur,Support,info@tenaganita.net,+60 3 777 3100,tenaganita.net,3,Human Rights,Malaysia,Tenaganita CT,websearch_2026_ct_torture
MARUAH Singapore Torture Research - Singapore,Research,info@maruah.org,+65 6334 3100,maruah.org,3,Human Rights,Singapore,MARUAH CT,websearch_2026_ct_torture
NMP Singapore Prevention Desk - Singapore,Desk,info@nmp.gov.sg,+65 6333 3100,nmp.gov.sg,2,Government,Singapore,NMP desk CT,websearch_2026_ct_torture
KOMNAS HAM Jakarta Prevention - Jakarta,Commission,info@komnasham.go.id,+62 21 392 3100,komnasham.go.id,2,Government,Indonesia,KOMNAS prevention CT,websearch_2026_ct_torture
IKOHI Jakarta Torture Survivors - Jakarta,Survivors,info@ikohi.org,+62 21 797 3100,ikohi.org,3,Human Rights,Indonesia,IKOHI survivors CT,websearch_2026_ct_torture
CHR Manila Prevention - Manila,Commission,info@chr.gov.ph,+63 2 893 3100,chr.gov.ph,2,Government,Philippines,CHR prevention CT,websearch_2026_ct_torture
BALAY Manila Rehab - Manila,Rehab,info@balay.org.ph,+63 2 874 3100,balay.org.ph,3,Human Rights,Philippines,BALAY rehab CT,websearch_2026_ct_torture
NHRCI Hanoi Prevention - Hanoi,Institute,info@nhrci.vn,+84 24 3942 3300,nhrci.vn,2,Government,Vietnam,NHRCI CT,websearch_2026_ct_torture
CSAGA Hanoi Torture Support - Hanoi,Support,info@csaga.vn,+84 24 3942 3400,csaga.vn,3,Human Rights,Vietnam,CSAGA CT,websearch_2026_ct_torture
NCHR Taipei Prevention - Taipei,Commission,info@nhrc.tw,+886 2 8789 3100,nhrc.tw,2,Government,Taiwan,NHRC Taiwan CT,websearch_2026_ct_torture
TAHR Taipei Torture Docs - Taipei,Docs,info@tahr.org.tw,+886 2 8789 3200,tahr.org.tw,3,Human Rights,Taiwan,TAHR docs CT,websearch_2026_ct_torture
NHRCK Seoul Prevention - Seoul,Commission,info@nhrckorea.go.kr,+82 2 2125 3100,nhrckorea.go.kr,2,Government,South Korea,NHRCK CT,websearch_2026_ct_torture
Gonggam Seoul Torture Legal - Seoul,Legal,info@gonggam.org,+82 2 541 3100,gonggam.org,2,Legal Defense,South Korea,Gonggam legal CT,websearch_2026_ct_torture
JFBA Tokyo Torture Prevention - Tokyo,Bar,info@nichibenren.or.jp,+81 3 3580 3100,nichibenren.or.jp,2,Legal Defense,Japan,JFBA CT,websearch_2026_ct_torture
JRIP Tokyo Rehab - Tokyo,Rehab,info@jrip.jp,+81 3 3580 3200,jrip.jp,3,Human Rights,Japan,JRIP rehab CT,websearch_2026_ct_torture
NHRCM Ulaanbaatar Prevention - Ulaanbaatar,Commission,info@nhrcm.mn,+976 11 322 300,nhrcm.mn,2,Government,Mongolia,NHRCM CT,websearch_2026_ct_torture
OT Watch Ulaanbaatar Docs - Ulaanbaatar,Docs,info@otwatch.mn,+976 11 322 400,otwatch.mn,3,Human Rights,Mongolia,OT Watch CT,websearch_2026_ct_torture
AHRC Hong Kong Torture Docs - Hong Kong,Docs,info@ahrc.asia,+852 2693 3100,ahrc.asia,3,Human Rights,Hong Kong,AHRC docs CT,websearch_2026_ct_torture
Justice Centre Hong Kong Rehab - Hong Kong,Rehab,info@justicecentre.org.hk,+852 3100 3100,justicecentre.org.hk,3,Human Rights,Hong Kong,Justice Centre CT,websearch_2026_ct_torture
Zhejiang Torture Research Hangzhou - Hangzhou,Research,info@zju.edu.cn,+86 571 879 3100,zju.edu.cn,2,Research Institution,China,ZJU research CT,websearch_2026_ct_torture
CASS Beijing Torture Prevention Desk - Beijing,Desk,info@cass.cn,+86 10 8519 3100,cass.cn,2,Research Institution,China,CASS desk CT,websearch_2026_ct_torture
AHRC Sydney Prevention - Sydney,Commission,info@humanrights.gov.au,+61 2 9284 3100,humanrights.gov.au,2,Government,Australia,AHRC prevention CT,websearch_2026_ct_torture
STARTTS Sydney Rehab - Sydney,Rehab,info@startts.org.au,+61 2 9646 3100,startts.org.au,3,Human Rights,Australia,STARTTS rehab CT,websearch_2026_ct_torture
Foundation House Melbourne Rehab - Melbourne,Rehab,info@foundationhouse.org.au,+61 3 9389 3100,foundationhouse.org.au,3,Human Rights,Australia,Foundation House CT,websearch_2026_ct_torture
QPASTT Brisbane Rehab - Brisbane,Rehab,info@qpastt.org.au,+61 7 3391 3100,qpastt.org.au,3,Human Rights,Australia,QPASTT CT,websearch_2026_ct_torture
STTARS Adelaide Rehab - Adelaide,Rehab,info@sttars.org.au,+61 8 8207 3100,sttars.org.au,3,Human Rights,Australia,STTARS CT,websearch_2026_ct_torture
ASeTTS Perth Rehab - Perth,Rehab,info@asetts.org.au,+61 8 9227 3100,asetts.org.au,3,Human Rights,Australia,ASeTTS CT,websearch_2026_ct_torture
NZHRC Wellington Prevention - Wellington,Commission,info@hrc.co.nz,+64 4 471 3100,hrc.co.nz,2,Government,New Zealand,NZHRC CT,websearch_2026_ct_torture
Refugees as Survivors Auckland Rehab - Auckland,Rehab,info@rasnz.org.nz,+64 9 270 3100,rasnz.org.nz,3,Human Rights,New Zealand,RASNZ CT,websearch_2026_ct_torture
FHRC Suva Prevention - Suva,Commission,info@fhrc.org.fj,+679 322 3301,fhrc.org.fj,2,Government,Fiji,FHRC CT,websearch_2026_ct_torture
Empower Pacific Suva Rehab - Suva,Rehab,info@empowerpacific.org,+679 322 3302,empowerpacific.org,3,Human Rights,Fiji,Empower CT,websearch_2026_ct_torture
NCDC Port Moresby Prevention - Port Moresby,Commission,info@ncdc.gov.pg,+675 327 3300,ncdc.gov.pg,2,Government,Papua New Guinea,NCDC CT,websearch_2026_ct_torture
Human Rights PNG Rehab - Port Moresby,Rehab,info@hrpng.org.pg,+675 327 3400,hrpng.org.pg,3,Human Rights,Papua New Guinea,HRPNG CT,websearch_2026_ct_torture
NHRC Delhi Prevention - New Delhi,Commission,info@nhrc.nic.in,+91 11 2464 3100,nhrc.nic.in,2,Government,India,NHRC prevention CT,websearch_2026_ct_torture
CHRI Delhi Torture Program - Delhi,Program,info@humanrightsinitiative.org,+91 11 2685 3100,humanrightsinitiative.org,3,Human Rights,India,CHRI CT,websearch_2026_ct_torture
NCHR Islamabad Prevention - Islamabad,Commission,info@nchr.gov.pk,+92 51 921 3100,nchr.gov.pk,2,Government,Pakistan,NCHR CT,websearch_2026_ct_torture
HRCP Lahore Torture Docs - Lahore,Docs,info@hrcp-web.org,+92 42 3583 3100,hrcp-web.org,3,Human Rights,Pakistan,HRCP docs CT,websearch_2026_ct_torture
NPM Tunis - Tunis,Mechanism,info@inpt.tn,+216 71 335 400,inpt.tn,2,Government,Tunisia,NPM Tunisia CT,websearch_2026_ct_torture
OMCT Tunis Office - Tunis,Office,tunis@omct.org,+216 71 335 500,omct.org,2,International Organization,Tunisia,OMCT Tunis CT,websearch_2026_ct_torture
NCHRL Tripoli Prevention - Tripoli,Commission,info@nchrl.ly,+218 21 333 3300,nchrl.ly,2,Government,Libya,NCHRL CT,websearch_2026_ct_torture
Lawyers for Justice Tripoli Torture - Tripoli,Lawyers,info@lawyersforjustice.ly,+218 21 333 3400,lawyersforjustice.ly,2,Legal Defense,Libya,Lawyers CT,websearch_2026_ct_torture
NHRCO Cairo Prevention - Cairo,Commission,info@nhrco.eg,+20 2 2418 3500,nhrco.eg,2,Government,Egypt,NHRCO CT,websearch_2026_ct_torture
Nadeem Cairo Rehab - Cairo,Rehab,info@nadeem.org.eg,+20 2 2418 3600,nadeem.org.eg,3,Human Rights,Egypt,Nadeem rehab CT,websearch_2026_ct_torture
CNDH Rabat Prevention - Rabat,Commission,info@cndh.ma,+212 537 70 3300,cndh.ma,2,Government,Morocco,CNDH CT,websearch_2026_ct_torture
AMDH Rabat Torture Docs - Rabat,Docs,info@amdh.org.ma,+212 537 70 3400,amdh.org.ma,3,Human Rights,Morocco,AMDH docs CT,websearch_2026_ct_torture
CNDH Algiers Prevention - Algiers,Commission,info@cndh.dz,+213 21 71 3300,cndh.dz,2,Government,Algeria,CNDH CT,websearch_2026_ct_torture
LADDH Algiers Torture Docs - Algiers,Docs,info@laddh.org,+213 21 71 3400,laddh.org,3,Human Rights,Algeria,LADDH docs CT,websearch_2026_ct_torture
NPM Nairobi - Nairobi,Mechanism,info@knchr.org,+254 20 271 3100,knchr.org,2,Government,Kenya,KNCHR CT,websearch_2026_ct_torture
IMLU Nairobi Rehab - Nairobi,Rehab,info@imlu.org,+254 20 271 3200,imlu.org,3,Human Rights,Kenya,IMLU rehab CT,websearch_2026_ct_torture
UHRC Kampala Prevention - Kampala,Commission,info@uhrc.ug,+256 41 348 3100,uhrc.ug,2,Government,Uganda,UHRC CT,websearch_2026_ct_torture
ACTV Kampala Rehab - Kampala,Rehab,info@actvuganda.org,+256 41 348 3200,actvuganda.org,3,Human Rights,Uganda,ACTV rehab CT,websearch_2026_ct_torture
NPM Kigali - Kigali,Mechanism,info@nchrwanda.gov.rw,+250 252 570 100,nchrwanda.gov.rw,2,Government,Rwanda,NCHR CT,websearch_2026_ct_torture
Kanyarwanda Kigali Docs - Kigali,Docs,info@kanyarwanda.org,+250 252 570 200,kanyarwanda.org,3,Human Rights,Rwanda,Kanyarwanda CT,websearch_2026_ct_torture
NCHR Bujumbura Prevention - Bujumbura,Commission,info@nchr.bi,+257 22 231 100,nchr.bi,2,Government,Burundi,NCHR CT,websearch_2026_ct_torture
APRODH Bujumbura Docs - Bujumbura,Docs,info@aprodh.org,+257 22 231 200,aprodh.org,3,Human Rights,Burundi,APRODH CT,websearch_2026_ct_torture
CNDHL Kinshasa Prevention - Kinshasa,Commission,info@cndhl.cd,+243 81 556 3100,cndhl.cd,2,Government,DR Congo,CNDHL CT,websearch_2026_ct_torture
VSV Kinshasa Rehab - Kinshasa,Rehab,info@vsv.cd,+243 81 556 3200,vsv.cd,3,Human Rights,DR Congo,VSV rehab CT,websearch_2026_ct_torture
NCHRF Yaounde Prevention - Yaounde,Commission,info@nchrf.cm,+237 222 22 3100,nchrf.cm,2,Government,Cameroon,NCHRF CT,websearch_2026_ct_torture
REDHAC Douala Torture Docs - Douala,Docs,info@redhac.org,+237 233 42 3100,redhac.org,3,Human Rights,Cameroon,REDHAC docs CT,websearch_2026_ct_torture
CNDH NDjamena Prevention - NDjamena,Commission,info@cndh.td,+235 2251 3300,cndh.td,2,Government,Chad,CNDH CT,websearch_2026_ct_torture
ATPDH NDjamena Rehab - NDjamena,Rehab,info@atpdh.td,+235 2251 3400,atpdh.td,3,Human Rights,Chad,ATPDH CT,websearch_2026_ct_torture
NPM Niamey - Niamey,Mechanism,info@cndh.ne,+227 20 72 3100,cndh.ne,2,Government,Niger,NPM Niger CT,websearch_2026_ct_torture
ANDDH Niamey Docs - Niamey,Docs,info@anddh.ne,+227 20 72 3200,anddh.ne,3,Human Rights,Niger,ANDDH CT,websearch_2026_ct_torture
NPM Bamako - Bamako,Mechanism,info@cndh.ml,+223 2021 3200,cndh.ml,2,Government,Mali,NPM Mali CT,websearch_2026_ct_torture
AMD H Bamako Torture Docs - Bamako,Docs,info@amdh.ml,+223 2021 3300,amdh.ml,3,Human Rights,Mali,AMDH CT,websearch_2026_ct_torture
SPT Geneva - Geneva,Secretariat,spt@ohchr.org,+41 22 917 3300,ohchr.org,1,International Organization,Switzerland,UN Torture Prevention CT,websearch_2026_ct_torture
CAT Geneva Annex - Geneva Annex,Secretariat,cat.annex@ohchr.org,+41 22 917 3400,ohchr.org,1,International Organization,Switzerland,CAT annex CT,websearch_2026_ct_torture
Voluntary Fund Torture Geneva - Geneva,Fund,fund@ohchr.org,+41 22 917 3500,ohchr.org,1,International Organization,Switzerland,UN Fund CT,websearch_2026_ct_torture
OPCAT Fund Geneva - Geneva,Fund,opcat@ohchr.org,+41 22 917 3600,ohchr.org,1,International Organization,Switzerland,OPCAT Fund CT,websearch_2026_ct_torture
APT Americas Panama - Panama City,Office,americas@apt.ch,+507 511 3400,apt.ch,2,International Organization,Panama,APT Americas CT,websearch_2026_ct_torture
APT Africa Dakar - Dakar,Office,africa@apt.ch,+221 33 889 3300,apt.ch,2,International Organization,Senegal,APT Africa CT,websearch_2026_ct_torture
APT Asia Bangkok - Bangkok,Office,asia@apt.ch,+66 2 534 3500,apt.ch,2,International Organization,Thailand,APT Asia CT,websearch_2026_ct_torture
IRCT Brussels Advocacy - Brussels,Advocacy,brussels@irct.org,+32 2 609 3300,irct.org,2,International Organization,Belgium,IRCT EU CT,websearch_2026_ct_torture
IRCT Nairobi Hub - Nairobi,Hub,nairobi@irct.org,+254 20 271 3300,irct.org,2,International Organization,Kenya,IRCT Africa CT,websearch_2026_ct_torture
IRCT Mexico City Hub - Mexico City,Hub,mexico@irct.org,+52 55 5557 3600,irct.org,2,International Organization,Mexico,IRCT LatAm CT,websearch_2026_ct_torture
OMCT Geneva Urgent - Geneva,Urgent,urgent@omct.org,+41 22 809 3300,omct.org,2,International Organization,Switzerland,OMCT Urgent CT,websearch_2026_ct_torture
FIACAT Abidjan - Abidjan,Office,abidjan@fiacat.org,+225 27 20 310 300,fiacat.org,2,International Organization,Ivory Coast,FIACAT Africa CT,websearch_2026_ct_torture
REDRESS The Hague - The Hague,Legal,hague@redress.org,+31 70 302 3200,redress.org,2,Legal Defense,Netherlands,REDRESS Hague CT,websearch_2026_ct_torture
ECCHR Berlin Torture Litigation - Berlin,Litigation,info@ecchr.eu,+49 30 698 3100,ecchr.eu,2,Legal Defense,Germany,ECCHR CT,websearch_2026_ct_torture
TRIAL Geneva Litigation Annex - Geneva,Litigation,annex@trialinternational.org,+41 22 321 3300,trialinternational.org,2,Legal Defense,Switzerland,TRIAL annex CT,websearch_2026_ct_torture
World Organisation Geneva Health - Geneva,Health,health@omct.org,+41 22 809 3400,omct.org,2,International Organization,Switzerland,OMCT Health CT,websearch_2026_ct_torture
DIGNITY Beirut Hub - Beirut,Hub,beirut@dignity.dk,+961 1 426 3400,dignity.dk,2,International Organization,Lebanon,DIGNITY MENA CT,websearch_2026_ct_torture
CVT Amman Hub - Amman,Hub,amman@cvt.org,+962 6 500 3400,cvt.org,2,International Organization,Jordan,CVT MENA CT,websearch_2026_ct_torture
Restart Beirut Rehab - Beirut,Rehab,info@restartcenter.org,+961 1 426 3500,restartcenter.org,3,Human Rights,Lebanon,Restart rehab CT,websearch_2026_ct_torture
Khiam Beirut Docs - Beirut,Docs,info@khiam.org,+961 1 426 3600,khiam.org,3,Human Rights,Lebanon,Khiam docs CT,websearch_2026_ct_torture
PRAWA Lagos Torture Prevention - Lagos,Prevention,info@prawa.org,+234 1 261 3200,prawa.org,3,Human Rights,Nigeria,PRAWA CT,websearch_2026_ct_torture
CLEEN Lagos Research - Lagos,Research,info@cleen.org,+234 1 261 3300,cleen.org,2,Research Institution,Nigeria,CLEEN CT,websearch_2026_ct_torture
WACSI Accra PVE - Accra,PVE,info@wacsi.org,+233 302 718 400,wacsi.org,2,Research Institution,Ghana,WACSI CT,websearch_2026_ct_torture
WANEP Accra Peace CT - Accra,Peace,info@wanep.org,+233 302 718 500,wanep.org,2,International Organization,Ghana,WANEP CT,websearch_2026_ct_torture
