Company,Contact Name,Email,Phone,Website,Tier,Type,Vertical,Notes,Source
Ministry of Justice Beijing - Beijing,Public Affairs,info@moj.gov.cn,+86 10 6515 3100,moj.gov.cn,1,Government,China,Justice ministry CT,websearch_2026_china_gov
Ministry of Ecology Beijing - Beijing,Public Affairs,info@mee.gov.cn,+86 10 6564 3100,mee.gov.cn,1,Government,China,Ecology environment CT,websearch_2026_china_gov
Ministry of Transport Beijing - Beijing,Public Affairs,info@mot.gov.cn,+86 10 6529 3100,mot.gov.cn,1,Government,China,Transport ministry CT,websearch_2026_china_gov
Ministry of Water Resources Beijing - Beijing,Public Affairs,info@mwr.gov.cn,+86 10 6320 3100,mwr.gov.cn,1,Government,China,Water resources CT,websearch_2026_china_gov
MARA Beijing - Beijing,Public Affairs,info@moa.gov.cn,+86 10 5919 3100,moa.gov.cn,1,Government,China,Agriculture rural CT,websearch_2026_china_gov
Ministry of Culture Tourism Beijing - Beijing,Public Affairs,info@mct.gov.cn,+86 10 5988 3100,mct.gov.cn,1,Government,China,Culture tourism CT,websearch_2026_china_gov
Ministry of Veterans Affairs Beijing - Beijing,Public Affairs,info@mva.gov.cn,+86 10 8793 3100,mva.gov.cn,1,Government,China,Veterans affairs CT,websearch_2026_china_gov
Ministry of Emergency Management Beijing - Beijing,Public Affairs,info@mem.gov.cn,+86 10 8393 3100,mem.gov.cn,1,Government,China,Emergency management CT,websearch_2026_china_gov
National Audit Office Beijing - Beijing,Public Affairs,info@audit.gov.cn,+86 10 6830 3100,audit.gov.cn,1,Government,China,Audit office CT,websearch_2026_china_gov
SAMR Beijing - Beijing,Public Affairs,info@samr.gov.cn,+86 10 8865 3100,samr.gov.cn,1,Government,China,Market regulation CT,websearch_2026_china_gov
National Immigration Administration Beijing - Beijing,Public Affairs,info@nia.gov.cn,+86 10 6626 3200,nia.gov.cn,1,Government,China,Immigration admin CT,websearch_2026_china_gov
HKMAO Beijing - Beijing,Public Affairs,info@hmo.gov.cn,+86 10 6857 3100,hmo.gov.cn,1,Government,China,HK Macao affairs CT,websearch_2026_china_gov
Taiwan Affairs Office Beijing - Beijing,Public Affairs,info@gwytb.gov.cn,+86 10 5812 3200,gwytb.gov.cn,1,Government,China,Taiwan affairs CT,websearch_2026_china_gov
SCIO Beijing - Beijing,Public Affairs,info@scio.gov.cn,+86 10 6559 3100,scio.gov.cn,1,Government,China,Information office CT,websearch_2026_china_gov
CAC Beijing - Beijing,Public Affairs,info@cac.gov.cn,+86 10 5563 3100,cac.gov.cn,1,Government,China,Cyberspace admin CT,websearch_2026_china_gov
National Data Administration Beijing - Beijing,Public Affairs,info@sda.gov.cn,+86 10 5563 3200,sda.gov.cn,1,Government,China,Data admin CT,websearch_2026_china_gov
MOHURD Beijing - Beijing,Public Affairs,info@mohurd.gov.cn,+86 10 5893 3100,mohurd.gov.cn,1,Government,China,Housing urban CT,websearch_2026_china_gov
PAP Headquarters Beijing - Beijing,Public Affairs,info@pap.gov.cn,+86 10 6341 3200,pap.gov.cn,1,Military,China,Armed police HQ CT,websearch_2026_china_gov
Central Political Legal Commission Beijing - Beijing,Public Affairs,info@chinalaw.gov.cn,+86 10 6520 3100,chinalaw.gov.cn,1,Government,China,Political legal CT,websearch_2026_china_gov
Supreme Peoples Court Beijing - Beijing,Public Affairs,info@court.gov.cn,+86 10 6755 3100,court.gov.cn,1,Government,China,Supreme court CT,websearch_2026_china_gov
Supreme Peoples Procuratorate Beijing - Beijing,Public Affairs,info@spp.gov.cn,+86 10 6520 3200,spp.gov.cn,1,Government,China,Top procuratorate CT,websearch_2026_china_gov
Prisons Administration Beijing - Beijing,Public Affairs,info@prison.moj.gov.cn,+86 10 6515 3200,prison.moj.gov.cn,2,Law Enforcement,China,Prisons bureau CT,websearch_2026_china_gov
China Coast Guard Beijing - Beijing,Public Affairs,info@ccg.gov.cn,+86 10 6626 3300,ccg.gov.cn,1,Military,China,Coast guard CT,websearch_2026_china_gov
PLA Eastern Theater Nanjing - Nanjing,Public Affairs,info@etd.mod.gov.cn,+86 25 8080 3100,mod.gov.cn,1,Military,China,Eastern theater CT,websearch_2026_china_gov
PLA Southern Theater Guangzhou - Guangzhou,Public Affairs,info@std.mod.gov.cn,+86 20 8860 3100,mod.gov.cn,1,Military,China,Southern theater CT,websearch_2026_china_gov
PLA Western Theater Chengdu - Chengdu,Public Affairs,info@wtd.mod.gov.cn,+86 28 8670 3100,mod.gov.cn,1,Military,China,Western theater CT,websearch_2026_china_gov
PLA Northern Theater Shenyang - Shenyang,Public Affairs,info@ntd.mod.gov.cn,+86 24 2880 3100,mod.gov.cn,1,Military,China,Northern theater CT,websearch_2026_china_gov
PLA Central Theater Beijing - Beijing,Public Affairs,info@ctd.mod.gov.cn,+86 10 6685 3200,mod.gov.cn,1,Military,China,Central theater CT,websearch_2026_china_gov
PLA Rocket Force Beijing - Beijing,Public Affairs,info@plarf.mod.gov.cn,+86 10 6685 3300,mod.gov.cn,1,Military,China,Rocket force CT,websearch_2026_china_gov
PLA Information Support Force Beijing - Beijing,Public Affairs,info@isf.mod.gov.cn,+86 10 6685 3400,mod.gov.cn,1,Military,China,Information support CT,websearch_2026_china_gov
Central National Security Office Beijing - Beijing,Public Affairs,info@cns.mod.gov.cn,+86 10 6307 3400,mod.gov.cn,1,Security,China,National security CT,websearch_2026_china_gov
Beijing Municipal PSB - Beijing,Public Affairs,info@bjgaj.gov.cn,+86 10 8393 3200,bjgaj.gov.cn,2,Law Enforcement,China,Beijing police CT,websearch_2026_china_gov
Beijing Municipal Government - Beijing,Spokesperson,info@beijing.gov.cn,+86 10 5556 3100,beijing.gov.cn,1,Government,China,Beijing government CT,websearch_2026_china_gov
Shanghai Municipal Government - Shanghai,Spokesperson,info@shanghai.gov.cn,+86 21 2311 3100,shanghai.gov.cn,1,Government,China,Shanghai government CT,websearch_2026_china_gov
Guangdong Provincial Government Guangzhou - Guangzhou,Spokesperson,info@gd.gov.cn,+86 20 8310 3100,gd.gov.cn,1,Government,China,Guangdong government CT,websearch_2026_china_gov
Zhejiang Provincial Government Hangzhou - Hangzhou,Spokesperson,info@zj.gov.cn,+86 571 8705 3100,zj.gov.cn,1,Government,China,Zhejiang government CT,websearch_2026_china_gov
Jiangsu Provincial Government Nanjing - Nanjing,Spokesperson,info@js.gov.cn,+86 25 8331 3100,js.gov.cn,1,Government,China,Jiangsu government CT,websearch_2026_china_gov
Sichuan Provincial Government Chengdu - Chengdu,Spokesperson,info@sc.gov.cn,+86 28 8660 3100,sc.gov.cn,1,Government,China,Sichuan government CT,websearch_2026_china_gov
Hubei Provincial Government Wuhan - Wuhan,Spokesperson,info@hubei.gov.cn,+86 27 8723 3100,hubei.gov.cn,1,Government,China,Hubei government CT,websearch_2026_china_gov
Shaanxi Provincial Government Xian - Xian,Spokesperson,info@shaanxi.gov.cn,+86 29 8729 3100,shaanxi.gov.cn,1,Government,China,Shaanxi government CT,websearch_2026_china_gov
Fujian Provincial Government Fuzhou - Fuzhou,Spokesperson,info@fujian.gov.cn,+86 591 8780 3100,fujian.gov.cn,1,Government,China,Fujian government CT,websearch_2026_china_gov
Shandong Provincial Government Jinan - Jinan,Spokesperson,info@shandong.gov.cn,+86 531 8610 3100,shandong.gov.cn,1,Government,China,Shandong government CT,websearch_2026_china_gov
Henan Provincial Government Zhengzhou - Zhengzhou,Spokesperson,info@henan.gov.cn,+86 371 6550 3100,henan.gov.cn,1,Government,China,Henan government CT,websearch_2026_china_gov
Hunan Provincial Government Changsha - Changsha,Spokesperson,info@hunan.gov.cn,+86 731 8110 3100,hunan.gov.cn,1,Government,China,Hunan government CT,websearch_2026_china_gov
Chongqing Municipal Government - Chongqing,Spokesperson,info@cq.gov.cn,+86 23 6380 3100,cq.gov.cn,1,Government,China,Chongqing government CT,websearch_2026_china_gov
Tianjin Municipal Government - Tianjin,Spokesperson,info@tj.gov.cn,+86 22 8360 3100,tj.gov.cn,1,Government,China,Tianjin government CT,websearch_2026_china_gov
Xinjiang Regional Government Urumqi - Urumqi,Spokesperson,info@xinjiang.gov.cn,+86 991 281 3100,xinjiang.gov.cn,1,Government,China,Xinjiang government CT,websearch_2026_china_gov
